HTNO,SUBCODE,IM
169Y5A0118,1501501,23
169Y5A0119,1501501,29
169Y5A0120,1501501,29
169Y5A0121,1501501,22
169Y5A0122,1501501,29
169Y5A0123,1501501,18
169Y5A0124,1501501,30
169Y5A0125,1501501,28
169Y5A0126,1501501,23
169Y5A0127,1501501,29
169Y5A0128,1501501,29
169Y5A0129,1501501,24
169Y5A0130,1501501,29
169Y5A0131,1501501,25
169Y5A0132,1501501,21
169Y5A0133,1501501,20
169Y5A0134,1501501,30
169Y5A0135,1501501,30
169Y5A0136,1501501,30
169Y5A0137,1501501,29
169Y5A0138,1501501,22
169Y5A0139,1501501,28
169Y5A0140,1501501,30
169Y5A0141,1501501,23
169Y5A0142,1501501,24
169Y5A0143,1501501,27
169Y5A0144,1501501,26
169Y5A0145,1501501,30
169Y5A0146,1501501,30
169Y5A0147,1501501,16
169Y5A0148,1501501,29
169Y5A0149,1501501,19
169Y5A0150,1501501,30
169Y5A0151,1501501,29
169Y5A0152,1501501,14
169Y5A0153,1501501,22
169Y5A0154,1501501,23
169Y5A0155,1501501,30
169Y5A0156,1501501,30
169Y5A0157,1501501,21
169Y5A0158,1501501,26
169Y5A0159,1501501,27
169Y5A0160,1501501,25
169Y5A0161,1501501,26
169Y5A0162,1501501,28
169Y5A0163,1501501,28
169Y5A0164,1501501,28
169Y5A0165,1501501,24
149Y1A0103,1501502,10
149Y1A0169,1501502,11
149Y1A0182,1501502,9
149Y1A01C8,1501502,11
149Y1A01D0,1501502,13
149Y1A01D1,1501502,12
159Y1A0101,1501502,22
159Y1A0102,1501502,21
159Y1A0103,1501502,17
159Y1A0104,1501502,15
159Y1A0105,1501502,14
159Y1A0106,1501502,18
159Y1A0108,1501502,19
159Y1A0109,1501502,18
159Y1A0110,1501502,21
159Y1A0111,1501502,15
159Y1A0112,1501502,20
159Y1A0113,1501502,23
159Y1A0114,1501502,26
159Y1A0115,1501502,20
159Y1A0116,1501502,27
159Y1A0117,1501502,29
159Y1A0118,1501502,17
159Y1A0119,1501502,13
159Y1A0121,1501502,17
159Y1A0122,1501502,16
159Y1A0123,1501502,19
159Y1A0124,1501502,15
159Y1A0125,1501502,22
159Y1A0126,1501502,27
159Y1A0129,1501502,16
159Y1A0130,1501502,19
159Y1A0131,1501502,21
159Y1A0132,1501502,16
159Y1A0133,1501502,25
159Y1A0134,1501502,23
159Y1A0135,1501502,26
159Y1A0136,1501502,29
159Y1A0137,1501502,18
159Y1A0138,1501502,12
159Y1A0139,1501502,19
159Y1A0140,1501502,16
159Y1A0141,1501502,16
159Y1A0142,1501502,22
159Y1A0143,1501502,21
159Y1A0144,1501502,19
159Y1A0145,1501502,18
159Y1A0146,1501502,15
159Y1A0147,1501502,16
159Y1A0148,1501502,24
159Y1A0149,1501502,0
159Y1A0150,1501502,22
159Y1A0151,1501502,26
159Y1A0152,1501502,19
159Y1A0153,1501502,13
159Y1A0154,1501502,27
159Y1A0155,1501502,29
159Y1A0156,1501502,26
159Y1A0157,1501502,25
159Y1A0159,1501502,25
159Y1A0160,1501502,21
159Y1A0161,1501502,14
159Y1A0162,1501502,16
159Y1A0163,1501502,16
159Y1A0164,1501502,29
159Y1A0165,1501502,17
159Y1A0166,1501502,26
159Y1A0167,1501502,24
159Y1A0168,1501502,25
159Y1A0169,1501502,26
159Y1A0170,1501502,28
159Y1A0171,1501502,10
159Y1A0172,1501502,24
159Y1A0173,1501502,13
159Y1A0174,1501502,22
159Y1A0175,1501502,22
159Y1A0176,1501502,20
159Y1A0177,1501502,16
159Y1A0178,1501502,23
159Y1A0179,1501502,18
159Y1A0180,1501502,25
159Y1A0181,1501502,27
159Y1A0183,1501502,26
159Y1A0185,1501502,3
159Y1A0186,1501502,24
159Y1A0187,1501502,28
159Y1A0188,1501502,28
159Y1A0189,1501502,28
159Y1A0190,1501502,20
159Y1A0191,1501502,26
159Y1A0192,1501502,22
159Y1A0193,1501502,29
159Y1A0194,1501502,23
159Y1A0195,1501502,18
159Y1A0196,1501502,28
159Y1A0197,1501502,9
159Y1A0198,1501502,20
159Y1A0199,1501502,22
159Y1A01A0,1501502,29
159Y1A01A1,1501502,30
159Y1A01A2,1501502,27
159Y1A01A3,1501502,28
159Y1A01A4,1501502,18
159Y1A01A5,1501502,28
159Y1A01A6,1501502,24
159Y1A01A7,1501502,29
159Y1A01A8,1501502,18
159Y1A01A9,1501502,21
159Y1A01B0,1501502,25
159Y1A01B1,1501502,20
159Y1A01B2,1501502,27
159Y1A01B3,1501502,21
159Y1A01B4,1501502,26
159Y1A01B5,1501502,16
159Y1A01B6,1501502,30
159Y1A01B7,1501502,23
159Y1A01B8,1501502,26
159Y1A01B9,1501502,18
159Y1A01C0,1501502,27
159Y1A01C1,1501502,30
159Y1A01C2,1501502,27
159Y1A01C3,1501502,28
159Y1A01C4,1501502,28
159Y1A01C5,1501502,7
159Y1A01C6,1501502,20
159Y1A01C7,1501502,27
159Y1A01C8,1501502,15
159Y1A01C9,1501502,21
159Y1A01D0,1501502,21
159Y1A01D1,1501502,24
159Y1A01D2,1501502,21
159Y1A01D3,1501502,24
159Y1A01D5,1501502,15
159Y1A01D6,1501502,19
159Y1A01D7,1501502,7
159Y1A01D8,1501502,24
159Y1A01D9,1501502,20
159Y1A01E2,1501502,18
159Y1A01E3,1501502,12
159Y1A01E4,1501502,30
159Y1A01E5,1501502,14
159Y1A01E6,1501502,15
159Y1A01E7,1501502,17
159Y1A01E8,1501502,26
159Y1A01E9,1501502,19
159Y1A01F0,1501502,23
159Y1A01F1,1501502,18
159Y1A01F2,1501502,12
159Y1A01F3,1501502,25
159Y1A01F4,1501502,10
159Y1A01F5,1501502,25
159Y1A01F6,1501502,20
159Y1A01F7,1501502,24
159Y1A01F8,1501502,24
159Y1A01F9,1501502,27
159Y1A01G0,1501502,24
159Y1A01G1,1501502,24
159Y1A01G2,1501502,17
169Y5A0101,1501502,24
169Y5A0102,1501502,29
169Y5A0103,1501502,19
169Y5A0104,1501502,25
169Y5A0105,1501502,24
169Y5A0106,1501502,19
169Y5A0107,1501502,17
169Y5A0108,1501502,25
169Y5A0109,1501502,20
169Y5A0110,1501502,25
169Y5A0111,1501502,15
169Y5A0113,1501502,18
169Y5A0114,1501502,22
169Y5A0115,1501502,30
169Y5A0116,1501502,20
169Y5A0117,1501502,28
169Y5A0118,1501502,23
169Y5A0119,1501502,28
169Y5A0120,1501502,21
169Y5A0121,1501502,19
169Y5A0122,1501502,25
169Y5A0123,1501502,9
169Y5A0124,1501502,29
169Y5A0125,1501502,27
169Y5A0126,1501502,16
169Y5A0127,1501502,20
169Y5A0128,1501502,15
169Y5A0129,1501502,16
169Y5A0130,1501502,20
169Y5A0131,1501502,23
169Y5A0132,1501502,19
169Y5A0133,1501502,15
169Y5A0134,1501502,24
169Y5A0135,1501502,24
169Y5A0136,1501502,22
169Y5A0137,1501502,22
169Y5A0138,1501502,11
169Y5A0139,1501502,20
169Y5A0140,1501502,25
169Y5A0141,1501502,19
169Y5A0142,1501502,18
169Y5A0143,1501502,20
169Y5A0144,1501502,17
169Y5A0145,1501502,25
169Y5A0146,1501502,23
169Y5A0147,1501502,15
169Y5A0148,1501502,26
169Y5A0149,1501502,17
169Y5A0150,1501502,18
169Y5A0151,1501502,29
169Y5A0152,1501502,3
169Y5A0153,1501502,3
169Y5A0154,1501502,18
169Y5A0155,1501502,26
169Y5A0156,1501502,25
169Y5A0157,1501502,15
169Y5A0158,1501502,20
169Y5A0159,1501502,24
169Y5A0160,1501502,19
169Y5A0161,1501502,20
169Y5A0162,1501502,29
169Y5A0163,1501502,20
169Y5A0164,1501502,21
169Y5A0165,1501502,16
149Y1A0103,1501503,4
149Y1A0169,1501503,12
149Y1A0182,1501503,4
149Y1A01C8,1501503,6
149Y1A01D0,1501503,11
149Y1A01D1,1501503,10
159Y1A0101,1501503,21
159Y1A0102,1501503,20
159Y1A0103,1501503,15
159Y1A0104,1501503,18
159Y1A0105,1501503,18
159Y1A0106,1501503,11
159Y1A0108,1501503,19
159Y1A0109,1501503,13
159Y1A0110,1501503,21
159Y1A0111,1501503,11
159Y1A0112,1501503,17
159Y1A0113,1501503,16
159Y1A0114,1501503,17
159Y1A0115,1501503,15
159Y1A0116,1501503,22
159Y1A0117,1501503,20
159Y1A0118,1501503,15
159Y1A0119,1501503,13
159Y1A0121,1501503,10
159Y1A0122,1501503,14
159Y1A0123,1501503,18
159Y1A0124,1501503,11
159Y1A0125,1501503,16
159Y1A0126,1501503,24
159Y1A0129,1501503,11
159Y1A0130,1501503,17
159Y1A0131,1501503,17
159Y1A0132,1501503,13
159Y1A0133,1501503,16
159Y1A0134,1501503,16
159Y1A0135,1501503,23
159Y1A0136,1501503,24
159Y1A0137,1501503,16
159Y1A0138,1501503,15
159Y1A0139,1501503,14
159Y1A0140,1501503,15
159Y1A0141,1501503,17
159Y1A0142,1501503,18
159Y1A0143,1501503,16
159Y1A0144,1501503,15
159Y1A0145,1501503,15
159Y1A0146,1501503,12
159Y1A0147,1501503,12
159Y1A0148,1501503,21
159Y1A0149,1501503,5
159Y1A0150,1501503,15
159Y1A0151,1501503,16
159Y1A0152,1501503,18
159Y1A0153,1501503,16
159Y1A0154,1501503,21
159Y1A0155,1501503,21
159Y1A0156,1501503,19
159Y1A0157,1501503,12
159Y1A0159,1501503,20
159Y1A0160,1501503,11
159Y1A0161,1501503,16
159Y1A0162,1501503,12
159Y1A0163,1501503,11
159Y1A0164,1501503,25
159Y1A0165,1501503,13
159Y1A0166,1501503,18
159Y1A0167,1501503,15
159Y1A0168,1501503,15
159Y1A0169,1501503,15
159Y1A0170,1501503,22
159Y1A0171,1501503,8
159Y1A0172,1501503,11
159Y1A0173,1501503,5
159Y1A0174,1501503,11
159Y1A0175,1501503,13
159Y1A0176,1501503,9
159Y1A0177,1501503,8
159Y1A0178,1501503,12
159Y1A0179,1501503,15
159Y1A0180,1501503,17
159Y1A0181,1501503,16
159Y1A0183,1501503,19
159Y1A0185,1501503,2
159Y1A0186,1501503,15
159Y1A0187,1501503,14
159Y1A0188,1501503,20
159Y1A0189,1501503,23
159Y1A0190,1501503,9
159Y1A0191,1501503,17
159Y1A0192,1501503,5
159Y1A0193,1501503,25
159Y1A0194,1501503,17
159Y1A0195,1501503,11
159Y1A0196,1501503,18
159Y1A0197,1501503,7
159Y1A0198,1501503,11
159Y1A0199,1501503,9
159Y1A01A0,1501503,18
159Y1A01A1,1501503,24
159Y1A01A2,1501503,15
159Y1A01A3,1501503,17
159Y1A01A4,1501503,9
159Y1A01A5,1501503,23
159Y1A01A6,1501503,17
159Y1A01A7,1501503,23
159Y1A01A8,1501503,15
159Y1A01A9,1501503,10
159Y1A01B0,1501503,20
159Y1A01B1,1501503,6
159Y1A01B2,1501503,18
159Y1A01B3,1501503,24
159Y1A01B4,1501503,29
159Y1A01B5,1501503,14
159Y1A01B6,1501503,30
159Y1A01B7,1501503,27
159Y1A01B8,1501503,28
159Y1A01B9,1501503,17
159Y1A01C0,1501503,28
159Y1A01C1,1501503,30
159Y1A01C2,1501503,29
159Y1A01C3,1501503,30
159Y1A01C4,1501503,29
159Y1A01C5,1501503,17
159Y1A01C6,1501503,22
159Y1A01C7,1501503,29
159Y1A01C8,1501503,20
159Y1A01C9,1501503,21
159Y1A01D0,1501503,21
159Y1A01D1,1501503,28
159Y1A01D2,1501503,27
159Y1A01D3,1501503,29
159Y1A01D5,1501503,20
159Y1A01D6,1501503,27
159Y1A01D7,1501503,22
159Y1A01D8,1501503,27
159Y1A01D9,1501503,26
159Y1A01E2,1501503,20
159Y1A01E3,1501503,19
159Y1A01E4,1501503,30
159Y1A01E5,1501503,20
159Y1A01E6,1501503,23
159Y1A01E7,1501503,27
159Y1A01E8,1501503,28
159Y1A01E9,1501503,23
159Y1A01F0,1501503,29
159Y1A01F1,1501503,26
159Y1A01F2,1501503,20
159Y1A01F3,1501503,29
159Y1A01F4,1501503,24
159Y1A01F5,1501503,29
159Y1A01F6,1501503,23
159Y1A01F7,1501503,30
159Y1A01F8,1501503,27
159Y1A01F9,1501503,28
159Y1A01G0,1501503,28
159Y1A01G1,1501503,28
159Y1A01G2,1501503,28
169Y5A0101,1501503,28
169Y5A0102,1501503,29
169Y5A0103,1501503,27
169Y5A0104,1501503,28
169Y5A0105,1501503,29
169Y5A0106,1501503,26
169Y5A0107,1501503,24
169Y5A0108,1501503,29
169Y5A0109,1501503,14
169Y5A0110,1501503,17
169Y5A0111,1501503,12
169Y5A0113,1501503,15
169Y5A0114,1501503,17
169Y5A0115,1501503,19
169Y5A0116,1501503,16
169Y5A0117,1501503,20
169Y5A0118,1501503,17
169Y5A0119,1501503,17
169Y5A0120,1501503,17
169Y5A0121,1501503,16
169Y5A0122,1501503,17
169Y5A0123,1501503,8
169Y5A0124,1501503,19
169Y5A0125,1501503,16
169Y5A0126,1501503,15
169Y5A0127,1501503,17
169Y5A0128,1501503,14
169Y5A0129,1501503,18
169Y5A0130,1501503,16
169Y5A0131,1501503,15
169Y5A0132,1501503,14
169Y5A0133,1501503,11
169Y5A0134,1501503,18
169Y5A0135,1501503,24
169Y5A0136,1501503,18
169Y5A0137,1501503,18
169Y5A0138,1501503,16
169Y5A0139,1501503,16
169Y5A0140,1501503,21
169Y5A0141,1501503,14
169Y5A0142,1501503,12
169Y5A0143,1501503,16
169Y5A0144,1501503,14
169Y5A0145,1501503,22
169Y5A0146,1501503,18
169Y5A0147,1501503,10
169Y5A0148,1501503,21
169Y5A0149,1501503,10
169Y5A0150,1501503,14
169Y5A0151,1501503,26
169Y5A0152,1501503,0
169Y5A0153,1501503,7
169Y5A0154,1501503,8
169Y5A0155,1501503,22
169Y5A0156,1501503,20
169Y5A0157,1501503,4
169Y5A0158,1501503,17
169Y5A0159,1501503,15
169Y5A0160,1501503,16
169Y5A0161,1501503,12
169Y5A0162,1501503,20
169Y5A0163,1501503,15
169Y5A0164,1501503,11
169Y5A0165,1501503,8
149Y1A0103,1501504,9
149Y1A0169,1501504,9
149Y1A0182,1501504,14
149Y1A01C8,1501504,12
149Y1A01D0,1501504,13
149Y1A01D1,1501504,14
159Y1A0101,1501504,27
159Y1A0102,1501504,24
159Y1A0103,1501504,19
159Y1A0104,1501504,20
159Y1A0105,1501504,14
159Y1A0106,1501504,20
159Y1A0108,1501504,20
159Y1A0109,1501504,18
159Y1A0110,1501504,24
159Y1A0111,1501504,17
159Y1A0112,1501504,19
159Y1A0113,1501504,25
159Y1A0114,1501504,24
159Y1A0115,1501504,19
159Y1A0116,1501504,28
159Y1A0117,1501504,27
159Y1A0118,1501504,12
159Y1A0119,1501504,17
159Y1A0121,1501504,15
159Y1A0122,1501504,19
159Y1A0123,1501504,24
159Y1A0124,1501504,19
159Y1A0125,1501504,26
159Y1A0126,1501504,28
159Y1A0129,1501504,15
159Y1A0130,1501504,17
159Y1A0131,1501504,27
159Y1A0132,1501504,15
159Y1A0133,1501504,22
159Y1A0134,1501504,16
159Y1A0135,1501504,21
159Y1A0136,1501504,28
159Y1A0137,1501504,18
159Y1A0138,1501504,15
159Y1A0139,1501504,21
159Y1A0140,1501504,16
159Y1A0141,1501504,20
159Y1A0142,1501504,16
159Y1A0143,1501504,17
159Y1A0144,1501504,22
159Y1A0145,1501504,18
159Y1A0146,1501504,18
159Y1A0147,1501504,17
159Y1A0148,1501504,25
159Y1A0149,1501504,8
159Y1A0150,1501504,20
159Y1A0151,1501504,23
159Y1A0152,1501504,27
159Y1A0153,1501504,9
159Y1A0154,1501504,29
159Y1A0155,1501504,29
159Y1A0156,1501504,27
159Y1A0157,1501504,23
159Y1A0159,1501504,25
159Y1A0160,1501504,24
159Y1A0161,1501504,15
159Y1A0162,1501504,12
159Y1A0163,1501504,18
159Y1A0164,1501504,28
159Y1A0165,1501504,17
159Y1A0166,1501504,23
159Y1A0167,1501504,24
159Y1A0168,1501504,23
159Y1A0169,1501504,25
159Y1A0170,1501504,27
159Y1A0171,1501504,15
159Y1A0172,1501504,25
159Y1A0173,1501504,14
159Y1A0174,1501504,18
159Y1A0175,1501504,26
159Y1A0176,1501504,19
159Y1A0177,1501504,15
159Y1A0178,1501504,17
159Y1A0179,1501504,10
159Y1A0180,1501504,26
159Y1A0181,1501504,24
159Y1A0183,1501504,26
159Y1A0185,1501504,7
159Y1A0186,1501504,27
159Y1A0187,1501504,16
159Y1A0188,1501504,26
159Y1A0189,1501504,29
159Y1A0190,1501504,21
159Y1A0191,1501504,27
159Y1A0192,1501504,17
159Y1A0193,1501504,29
159Y1A0194,1501504,27
159Y1A0195,1501504,15
159Y1A0196,1501504,29
159Y1A0197,1501504,9
159Y1A0198,1501504,24
159Y1A0199,1501504,27
159Y1A01A0,1501504,28
159Y1A01A1,1501504,30
159Y1A01A2,1501504,26
159Y1A01A3,1501504,27
159Y1A01A4,1501504,15
159Y1A01A5,1501504,29
159Y1A01A6,1501504,23
159Y1A01A7,1501504,29
159Y1A01A8,1501504,21
159Y1A01A9,1501504,19
159Y1A01B0,1501504,25
159Y1A01B1,1501504,16
159Y1A01B2,1501504,23
159Y1A01B3,1501504,20
159Y1A01B4,1501504,26
159Y1A01B5,1501504,10
159Y1A01B6,1501504,29
159Y1A01B7,1501504,22
159Y1A01B8,1501504,25
159Y1A01B9,1501504,15
159Y1A01C0,1501504,24
159Y1A01C1,1501504,28
159Y1A01C2,1501504,29
159Y1A01C3,1501504,26
159Y1A01C4,1501504,29
159Y1A01C5,1501504,10
159Y1A01C6,1501504,25
159Y1A01C7,1501504,29
159Y1A01C8,1501504,22
159Y1A01C9,1501504,23
159Y1A01D0,1501504,15
159Y1A01D1,1501504,27
159Y1A01D2,1501504,25
159Y1A01D3,1501504,25
159Y1A01D5,1501504,22
159Y1A01D6,1501504,25
159Y1A01D7,1501504,17
159Y1A01D8,1501504,25
159Y1A01D9,1501504,24
159Y1A01E2,1501504,20
159Y1A01E3,1501504,16
159Y1A01E4,1501504,30
159Y1A01E5,1501504,19
159Y1A01E6,1501504,17
159Y1A01E7,1501504,18
159Y1A01E8,1501504,28
159Y1A01E9,1501504,25
159Y1A01F0,1501504,23
159Y1A01F1,1501504,18
159Y1A01F2,1501504,22
159Y1A01F3,1501504,26
159Y1A01F4,1501504,22
159Y1A01F5,1501504,28
159Y1A01F6,1501504,22
159Y1A01F7,1501504,28
159Y1A01F8,1501504,25
159Y1A01F9,1501504,25
159Y1A01G0,1501504,22
159Y1A01G1,1501504,26
159Y1A01G2,1501504,24
169Y5A0101,1501504,27
169Y5A0102,1501504,25
169Y5A0103,1501504,23
169Y5A0104,1501504,27
169Y5A0105,1501504,24
169Y5A0106,1501504,22
169Y5A0107,1501504,24
169Y5A0108,1501504,25
169Y5A0109,1501504,26
169Y5A0110,1501504,24
169Y5A0111,1501504,15
169Y5A0113,1501504,18
169Y5A0114,1501504,23
169Y5A0115,1501504,27
169Y5A0116,1501504,23
169Y5A0117,1501504,29
169Y5A0118,1501504,15
169Y5A0119,1501504,24
169Y5A0120,1501504,22
169Y5A0121,1501504,21
169Y5A0122,1501504,26
169Y5A0123,1501504,15
169Y5A0124,1501504,25
169Y5A0125,1501504,21
169Y5A0126,1501504,23
169Y5A0127,1501504,21
169Y5A0128,1501504,17
169Y5A0129,1501504,21
169Y5A0130,1501504,18
169Y5A0131,1501504,20
169Y5A0132,1501504,20
169Y5A0133,1501504,10
169Y5A0134,1501504,27
169Y5A0135,1501504,24
169Y5A0136,1501504,24
169Y5A0137,1501504,20
169Y5A0138,1501504,15
169Y5A0139,1501504,22
169Y5A0140,1501504,28
169Y5A0141,1501504,20
169Y5A0142,1501504,21
169Y5A0143,1501504,26
169Y5A0144,1501504,18
169Y5A0145,1501504,25
169Y5A0146,1501504,25
169Y5A0147,1501504,15
169Y5A0148,1501504,26
169Y5A0149,1501504,22
169Y5A0150,1501504,24
169Y5A0151,1501504,25
169Y5A0152,1501504,16
169Y5A0153,1501504,12
169Y5A0154,1501504,15
169Y5A0155,1501504,21
169Y5A0156,1501504,21
169Y5A0157,1501504,17
169Y5A0158,1501504,21
169Y5A0159,1501504,23
169Y5A0160,1501504,20
169Y5A0161,1501504,19
169Y5A0162,1501504,21
169Y5A0163,1501504,21
169Y5A0164,1501504,19
169Y5A0165,1501504,15
149Y1A0103,1501505,15
149Y1A0169,1501505,17
149Y1A0182,1501505,15
149Y1A01C8,1501505,6
149Y1A01D0,1501505,16
149Y1A01D1,1501505,11
159Y1A0101,1501505,28
159Y1A0102,1501505,23
159Y1A0103,1501505,25
159Y1A0104,1501505,21
159Y1A0105,1501505,18
159Y1A0106,1501505,12
159Y1A0108,1501505,18
159Y1A0109,1501505,16
159Y1A0110,1501505,27
159Y1A0111,1501505,18
159Y1A0112,1501505,19
159Y1A0113,1501505,23
159Y1A0114,1501505,26
159Y1A0115,1501505,24
159Y1A0116,1501505,26
159Y1A0117,1501505,20
159Y1A0118,1501505,15
159Y1A0119,1501505,16
159Y1A0121,1501505,24
159Y1A0122,1501505,16
159Y1A0123,1501505,26
159Y1A0124,1501505,19
159Y1A0125,1501505,26
159Y1A0126,1501505,28
159Y1A0129,1501505,15
159Y1A0130,1501505,16
159Y1A0131,1501505,28
159Y1A0132,1501505,15
159Y1A0133,1501505,24
159Y1A0134,1501505,14
159Y1A0135,1501505,21
159Y1A0136,1501505,28
159Y1A0137,1501505,23
159Y1A0138,1501505,23
159Y1A0139,1501505,19
159Y1A0140,1501505,16
159Y1A0141,1501505,18
159Y1A0142,1501505,25
159Y1A0143,1501505,24
159Y1A0144,1501505,19
159Y1A0145,1501505,17
159Y1A0146,1501505,23
159Y1A0147,1501505,15
159Y1A0148,1501505,29
159Y1A0149,1501505,9
159Y1A0150,1501505,26
159Y1A0151,1501505,23
159Y1A0152,1501505,24
159Y1A0153,1501505,16
159Y1A0154,1501505,28
159Y1A0155,1501505,26
159Y1A0156,1501505,26
159Y1A0157,1501505,24
159Y1A0159,1501505,25
159Y1A0160,1501505,22
159Y1A0161,1501505,19
159Y1A0162,1501505,13
159Y1A0163,1501505,16
159Y1A0164,1501505,28
159Y1A0165,1501505,15
159Y1A0166,1501505,25
159Y1A0167,1501505,22
159Y1A0168,1501505,25
159Y1A0169,1501505,27
159Y1A0170,1501505,28
159Y1A0171,1501505,16
159Y1A0172,1501505,22
159Y1A0173,1501505,15
159Y1A0174,1501505,18
159Y1A0175,1501505,20
159Y1A0176,1501505,17
159Y1A0177,1501505,18
159Y1A0178,1501505,15
159Y1A0179,1501505,16
159Y1A0180,1501505,21
159Y1A0181,1501505,24
159Y1A0183,1501505,25
159Y1A0185,1501505,9
159Y1A0186,1501505,24
159Y1A0187,1501505,19
159Y1A0188,1501505,26
159Y1A0189,1501505,28
159Y1A0190,1501505,22
159Y1A0191,1501505,25
159Y1A0192,1501505,15
