HTNO,SUBCODE,EM
169Y5A0137,1502401,44
169Y5A0138,1502401,25
169Y5A0139,1502401,40
169Y5A0140,1502401,47
169Y5A0141,1502401,35
169Y5A0142,1502401,27
169Y5A0143,1502401,41
169Y5A0144,1502401,25
169Y5A0145,1502401,38
169Y5A0146,1502401,29
169Y5A0147,1502401,25
169Y5A0148,1502401,34
169Y5A0149,1502401,26
169Y5A0150,1502401,27
169Y5A0151,1502401,33
169Y5A0152,1502401,11
169Y5A0153,1502401,25
169Y5A0154,1502401,31
169Y5A0155,1502401,45
169Y5A0156,1502401,34
169Y5A0157,1502401,27
169Y5A0158,1502401,33
169Y5A0159,1502401,32
169Y5A0160,1502401,32
169Y5A0161,1502401,44
169Y5A0162,1502401,36
169Y5A0163,1502401,26
169Y5A0164,1502401,32
169Y5A0165,1502401,25
149Y1A0128,1501402,15
149Y1A0169,1501402,2
149Y1A0182,1501402,14
149Y1A01C8,1501402,4
149Y1A01D0,1501402,1
149Y1A01D1,1501402,25
159Y1A0101,1501402,29
159Y1A0102,1501402,26
159Y1A0103,1501402,26
159Y1A0104,1501402,3
159Y1A0105,1501402,12
159Y1A0106,1501402,32
159Y1A0108,1501402,26
159Y1A0109,1501402,32
159Y1A0110,1501402,32
159Y1A0111,1501402,2
159Y1A0112,1501402,12
159Y1A0113,1501402,30
159Y1A0114,1501402,35
159Y1A0115,1501402,33
159Y1A0116,1501402,52
159Y1A0117,1501402,48
159Y1A0118,1501402,26
159Y1A0119,1501402,12
159Y1A0121,1501402,26
159Y1A0122,1501402,18
159Y1A0123,1501402,25
159Y1A0124,1501402,7
159Y1A0125,1501402,38
159Y1A0126,1501402,47
159Y1A0129,1501402,9
159Y1A0130,1501402,29
159Y1A0131,1501402,40
159Y1A0132,1501402,31
159Y1A0133,1501402,44
159Y1A0134,1501402,25
159Y1A0135,1501402,52
159Y1A0136,1501402,60
159Y1A0137,1501402,26
159Y1A0138,1501402,40
159Y1A0139,1501402,26
159Y1A0140,1501402,28
159Y1A0141,1501402,50
159Y1A0142,1501402,54
159Y1A0143,1501402,39
159Y1A0144,1501402,26
159Y1A0145,1501402,26
159Y1A0146,1501402,25
159Y1A0147,1501402,16
159Y1A0148,1501402,33
159Y1A0149,1501402,-1
159Y1A0150,1501402,44
159Y1A0151,1501402,48
159Y1A0152,1501402,39
159Y1A0153,1501402,26
159Y1A0154,1501402,60
159Y1A0155,1501402,47
159Y1A0156,1501402,47
159Y1A0157,1501402,36
159Y1A0159,1501402,31
159Y1A0160,1501402,8
159Y1A0161,1501402,26
159Y1A0162,1501402,7
159Y1A0163,1501402,18
159Y1A0164,1501402,56
159Y1A0165,1501402,9
159Y1A0166,1501402,33
159Y1A0167,1501402,29
159Y1A0168,1501402,44
159Y1A0169,1501402,32
159Y1A0170,1501402,48
159Y1A0171,1501402,16
159Y1A0172,1501402,48
159Y1A0173,1501402,3
159Y1A0174,1501402,5
159Y1A0175,1501402,25
159Y1A0176,1501402,19
159Y1A0177,1501402,1
159Y1A0178,1501402,8
159Y1A0179,1501402,8
159Y1A0180,1501402,38
159Y1A0181,1501402,65
159Y1A0183,1501402,53
159Y1A0185,1501402,2
159Y1A0186,1501402,33
159Y1A0187,1501402,5
159Y1A0188,1501402,49
159Y1A0189,1501402,49
159Y1A0190,1501402,26
159Y1A0191,1501402,44
159Y1A0192,1501402,4
159Y1A0193,1501402,35
159Y1A0194,1501402,26
159Y1A0195,1501402,4
159Y1A0196,1501402,33
159Y1A0197,1501402,25
159Y1A0198,1501402,29
159Y1A0199,1501402,28
159Y1A01A0,1501402,43
159Y1A01A1,1501402,44
159Y1A01A2,1501402,45
159Y1A01A3,1501402,63
159Y1A01A4,1501402,27
159Y1A01A5,1501402,55
159Y1A01A6,1501402,19
159Y1A01A7,1501402,30
159Y1A01A8,1501402,9
159Y1A01A9,1501402,3
159Y1A01B0,1501402,29
159Y1A01B1,1501402,4
159Y1A01B2,1501402,46
159Y1A01B3,1501402,47
159Y1A01B4,1501402,61
159Y1A01B5,1501402,44
159Y1A01B6,1501402,64
159Y1A01B7,1501402,46
159Y1A01B8,1501402,43
159Y1A01B9,1501402,30
159Y1A01C0,1501402,51
159Y1A01C1,1501402,60
159Y1A01C2,1501402,56
159Y1A01C3,1501402,61
159Y1A01C4,1501402,30
159Y1A01C5,1501402,4
159Y1A01C6,1501402,30
159Y1A01C7,1501402,59
159Y1A01C8,1501402,34
159Y1A01C9,1501402,46
159Y1A01D0,1501402,25
159Y1A01D1,1501402,28
159Y1A01D2,1501402,36
159Y1A01D3,1501402,37
159Y1A01D5,1501402,26
159Y1A01D6,1501402,29
159Y1A01D7,1501402,17
159Y1A01D8,1501402,45
159Y1A01D9,1501402,28
159Y1A01E2,1501402,25
159Y1A01E3,1501402,26
159Y1A01E4,1501402,65
159Y1A01E5,1501402,25
159Y1A01E6,1501402,28
159Y1A01E7,1501402,25
159Y1A01E8,1501402,33
159Y1A01E9,1501402,40
159Y1A01F0,1501402,44
159Y1A01F1,1501402,45
159Y1A01F2,1501402,33
159Y1A01F3,1501402,61
159Y1A01F4,1501402,25
159Y1A01F5,1501402,42
159Y1A01F6,1501402,28
159Y1A01F7,1501402,45
159Y1A01F8,1501402,37
159Y1A01F9,1501402,44
159Y1A01G0,1501402,44
159Y1A01G1,1501402,48
159Y1A01G2,1501402,46
169Y5A0101,1501402,60
169Y5A0102,1501402,53
169Y5A0103,1501402,50
169Y5A0104,1501402,61
169Y5A0105,1501402,59
169Y5A0106,1501402,59
169Y5A0107,1501402,54
169Y5A0108,1501402,64
169Y5A0109,1501402,64
169Y5A0110,1501402,61
169Y5A0111,1501402,38
169Y5A0113,1501402,55
169Y5A0114,1501402,56
169Y5A0115,1501402,56
169Y5A0116,1501402,60
169Y5A0117,1501402,49
169Y5A0118,1501402,53
169Y5A0119,1501402,57
169Y5A0120,1501402,57
169Y5A0121,1501402,55
169Y5A0122,1501402,62
169Y5A0123,1501402,41
169Y5A0124,1501402,61
169Y5A0125,1501402,47
169Y5A0126,1501402,45
169Y5A0127,1501402,60
169Y5A0128,1501402,51
169Y5A0129,1501402,60
169Y5A0130,1501402,61
169Y5A0131,1501402,38
169Y5A0132,1501402,41
169Y5A0133,1501402,49
169Y5A0134,1501402,59
169Y5A0135,1501402,53
169Y5A0136,1501402,60
169Y5A0137,1501402,49
169Y5A0138,1501402,25
169Y5A0139,1501402,57
169Y5A0140,1501402,53
169Y5A0141,1501402,51
169Y5A0142,1501402,50
169Y5A0143,1501402,51
169Y5A0144,1501402,39
169Y5A0145,1501402,66
169Y5A0146,1501402,51
169Y5A0147,1501402,26
169Y5A0148,1501402,52
169Y5A0149,1501402,35
169Y5A0150,1501402,62
169Y5A0151,1501402,62
169Y5A0152,1501402,30
169Y5A0153,1501402,49
169Y5A0154,1501402,27
169Y5A0155,1501402,63
169Y5A0156,1501402,61
169Y5A0157,1501402,35
169Y5A0158,1501402,41
169Y5A0159,1501402,49
169Y5A0160,1501402,30
169Y5A0161,1501402,58
169Y5A0162,1501402,60
169Y5A0163,1501402,62
169Y5A0164,1501402,46
169Y5A0165,1501402,45
149Y1A0128,1501403,5
149Y1A0169,1501403,9
149Y1A0182,1501403,1
149Y1A01C8,1501403,7
149Y1A01D0,1501403,11
149Y1A01D1,1501403,25
159Y1A0101,1501403,42
159Y1A0102,1501403,34
159Y1A0103,1501403,36
159Y1A0104,1501403,10
159Y1A0105,1501403,15
159Y1A0106,1501403,38
159Y1A0108,1501403,30
159Y1A0109,1501403,28
159Y1A0110,1501403,30
159Y1A0111,1501403,25
159Y1A0112,1501403,31
159Y1A0113,1501403,34
159Y1A0114,1501403,40
159Y1A0115,1501403,37
159Y1A0116,1501403,39
159Y1A0117,1501403,47
159Y1A0118,1501403,14
159Y1A0119,1501403,26
159Y1A0121,1501403,33
159Y1A0122,1501403,33
159Y1A0123,1501403,29
159Y1A0124,1501403,36
159Y1A0125,1501403,41
159Y1A0126,1501403,39
159Y1A0129,1501403,35
159Y1A0130,1501403,43
159Y1A0131,1501403,33
159Y1A0132,1501403,33
159Y1A0133,1501403,40
159Y1A0134,1501403,28
159Y1A0135,1501403,35
159Y1A0136,1501403,62
159Y1A0137,1501403,37
159Y1A0138,1501403,37
159Y1A0139,1501403,37
159Y1A0140,1501403,36
159Y1A0141,1501403,54
159Y1A0142,1501403,26
159Y1A0143,1501403,39
159Y1A0144,1501403,37
159Y1A0145,1501403,12
159Y1A0146,1501403,40
159Y1A0147,1501403,25
159Y1A0148,1501403,36
159Y1A0149,1501403,-1
159Y1A0150,1501403,35
159Y1A0151,1501403,36
159Y1A0152,1501403,25
159Y1A0153,1501403,4
159Y1A0154,1501403,51
159Y1A0155,1501403,43
159Y1A0156,1501403,41
159Y1A0157,1501403,32
159Y1A0159,1501403,38
159Y1A0160,1501403,16
159Y1A0161,1501403,25
159Y1A0162,1501403,25
159Y1A0163,1501403,25
159Y1A0164,1501403,60
159Y1A0165,1501403,27
159Y1A0166,1501403,35
159Y1A0167,1501403,30
159Y1A0168,1501403,42
159Y1A0169,1501403,37
159Y1A0170,1501403,54
159Y1A0171,1501403,26
159Y1A0172,1501403,42
159Y1A0173,1501403,13
159Y1A0174,1501403,11
159Y1A0175,1501403,47
159Y1A0176,1501403,41
159Y1A0177,1501403,25
159Y1A0178,1501403,34
159Y1A0179,1501403,33
159Y1A0180,1501403,41
159Y1A0181,1501403,50
159Y1A0183,1501403,42
159Y1A0185,1501403,8
159Y1A0186,1501403,38
159Y1A0187,1501403,13
159Y1A0188,1501403,37
159Y1A0189,1501403,51
159Y1A0190,1501403,29
159Y1A0191,1501403,42
159Y1A0192,1501403,25
159Y1A0193,1501403,43
159Y1A0194,1501403,36
159Y1A0195,1501403,13
159Y1A0196,1501403,52
159Y1A0197,1501403,26
159Y1A0198,1501403,36
159Y1A0199,1501403,34
159Y1A01A0,1501403,50
159Y1A01A1,1501403,55
159Y1A01A2,1501403,44
159Y1A01A3,1501403,46
159Y1A01A4,1501403,27
159Y1A01A5,1501403,34
159Y1A01A6,1501403,34
159Y1A01A7,1501403,41
159Y1A01A8,1501403,36
159Y1A01A9,1501403,34
159Y1A01B0,1501403,43
159Y1A01B1,1501403,25
159Y1A01B2,1501403,28
159Y1A01B3,1501403,29
159Y1A01B4,1501403,32
159Y1A01B5,1501403,17
159Y1A01B6,1501403,34
159Y1A01B7,1501403,30
159Y1A01B8,1501403,34
159Y1A01B9,1501403,6
159Y1A01C0,1501403,51
159Y1A01C1,1501403,49
159Y1A01C2,1501403,45
159Y1A01C3,1501403,34
159Y1A01C4,1501403,35
159Y1A01C5,1501403,9
159Y1A01C6,1501403,37
159Y1A01C7,1501403,41
159Y1A01C8,1501403,27
159Y1A01C9,1501403,29
159Y1A01D0,1501403,25
159Y1A01D1,1501403,37
159Y1A01D2,1501403,41
159Y1A01D3,1501403,42
159Y1A01D5,1501403,28
159Y1A01D6,1501403,36
159Y1A01D7,1501403,27
159Y1A01D8,1501403,40
159Y1A01D9,1501403,37
159Y1A01E2,1501403,28
159Y1A01E3,1501403,26
159Y1A01E4,1501403,43
159Y1A01E5,1501403,38
159Y1A01E6,1501403,26
159Y1A01E7,1501403,29
159Y1A01E8,1501403,39
159Y1A01E9,1501403,26
159Y1A01F0,1501403,30
159Y1A01F1,1501403,29
159Y1A01F2,1501403,25
159Y1A01F3,1501403,48
159Y1A01F4,1501403,26
159Y1A01F5,1501403,39
159Y1A01F6,1501403,31
159Y1A01F7,1501403,48
159Y1A01F8,1501403,46
159Y1A01F9,1501403,44
159Y1A01G0,1501403,39
159Y1A01G1,1501403,50
159Y1A01G2,1501403,26
169Y5A0101,1501403,46
169Y5A0102,1501403,36
169Y5A0103,1501403,43
169Y5A0104,1501403,49
169Y5A0105,1501403,32
169Y5A0106,1501403,38
169Y5A0107,1501403,27
169Y5A0108,1501403,35
169Y5A0109,1501403,39
169Y5A0110,1501403,40
169Y5A0111,1501403,25
169Y5A0113,1501403,29
169Y5A0114,1501403,32
169Y5A0115,1501403,31
169Y5A0116,1501403,45
169Y5A0117,1501403,52
169Y5A0118,1501403,30
169Y5A0119,1501403,38
169Y5A0120,1501403,34
169Y5A0121,1501403,27
169Y5A0122,1501403,30
169Y5A0123,1501403,18
169Y5A0124,1501403,49
169Y5A0125,1501403,33
169Y5A0126,1501403,29
169Y5A0127,1501403,35
169Y5A0128,1501403,32
169Y5A0129,1501403,30
169Y5A0130,1501403,28
169Y5A0131,1501403,32
169Y5A0132,1501403,26
169Y5A0133,1501403,29
169Y5A0134,1501403,25
169Y5A0135,1501403,48
169Y5A0136,1501403,35
169Y5A0137,1501403,33
169Y5A0138,1501403,19
169Y5A0139,1501403,37
169Y5A0140,1501403,33
169Y5A0141,1501403,37
169Y5A0142,1501403,29
169Y5A0143,1501403,35
169Y5A0144,1501403,16
169Y5A0145,1501403,49
169Y5A0146,1501403,43
169Y5A0147,1501403,29
169Y5A0148,1501403,43
169Y5A0149,1501403,25
169Y5A0150,1501403,29
169Y5A0151,1501403,42
169Y5A0152,1501403,10
169Y5A0153,1501403,19
169Y5A0154,1501403,27
169Y5A0155,1501403,34
169Y5A0156,1501403,44
169Y5A0157,1501403,5
169Y5A0158,1501403,40
169Y5A0159,1501403,19
169Y5A0160,1501403,31
169Y5A0161,1501403,39
169Y5A0162,1501403,30
169Y5A0163,1501403,28
169Y5A0164,1501403,18
169Y5A0165,1501403,25
149Y1A0128,1501404,14
149Y1A0169,1501404,29
149Y1A0182,1501404,32
149Y1A01C8,1501404,38
149Y1A01D0,1501404,26
149Y1A01D1,1501404,27
159Y1A0101,1501404,62
159Y1A0102,1501404,54
159Y1A0103,1501404,36
159Y1A0104,1501404,30
159Y1A0105,1501404,35
159Y1A0106,1501404,36
159Y1A0108,1501404,35
159Y1A0109,1501404,27
159Y1A0110,1501404,41
159Y1A0111,1501404,43
159Y1A0112,1501404,49
159Y1A0113,1501404,51
159Y1A0114,1501404,42
159Y1A0115,1501404,60
159Y1A0116,1501404,58
159Y1A0117,1501404,30
159Y1A0118,1501404,27
159Y1A0119,1501404,34
159Y1A0121,1501404,32
159Y1A0122,1501404,35
159Y1A0123,1501404,40
159Y1A0124,1501404,40
159Y1A0125,1501404,49
159Y1A0126,1501404,58
159Y1A0129,1501404,28
159Y1A0130,1501404,34
159Y1A0131,1501404,44
159Y1A0132,1501404,32
159Y1A0133,1501404,48
159Y1A0134,1501404,25
159Y1A0135,1501404,34
159Y1A0136,1501404,67
159Y1A0137,1501404,39
159Y1A0138,1501404,37
159Y1A0139,1501404,38
159Y1A0140,1501404,38
159Y1A0141,1501404,44
159Y1A0142,1501404,30
159Y1A0143,1501404,25
159Y1A0144,1501404,26
159Y1A0145,1501404,30
159Y1A0146,1501404,40
159Y1A0147,1501404,31
159Y1A0148,1501404,39
159Y1A0149,1501404,39
159Y1A0150,1501404,42
159Y1A0151,1501404,40
159Y1A0152,1501404,43
159Y1A0153,1501404,8
159Y1A0154,1501404,57
159Y1A0155,1501404,47
159Y1A0156,1501404,57
159Y1A0157,1501404,32
159Y1A0159,1501404,40
159Y1A0160,1501404,25
159Y1A0161,1501404,27
159Y1A0162,1501404,25
159Y1A0163,1501404,37
159Y1A0164,1501404,60
159Y1A0165,1501404,28
159Y1A0166,1501404,35
159Y1A0167,1501404,31
159Y1A0168,1501404,31
159Y1A0169,1501404,36
159Y1A0170,1501404,60
159Y1A0171,1501404,32
159Y1A0172,1501404,55
159Y1A0173,1501404,28
159Y1A0174,1501404,25
159Y1A0175,1501404,40
159Y1A0176,1501404,43
159Y1A0177,1501404,30
159Y1A0178,1501404,9
159Y1A0179,1501404,-2
159Y1A0180,1501404,57
159Y1A0181,1501404,34
159Y1A0183,1501404,52
159Y1A0185,1501404,12
159Y1A0186,1501404,46
159Y1A0187,1501404,13
159Y1A0188,1501404,46
159Y1A0189,1501404,50
159Y1A0190,1501404,33
159Y1A0191,1501404,56
159Y1A0192,1501404,42
159Y1A0193,1501404,58
159Y1A0194,1501404,48
159Y1A0195,1501404,25
159Y1A0196,1501404,57
159Y1A0197,1501404,33
159Y1A0198,1501404,36
159Y1A0199,1501404,38
159Y1A01A0,1501404,41
159Y1A01A1,1501404,52
159Y1A01A2,1501404,45
159Y1A01A3,1501404,38
159Y1A01A4,1501404,29
159Y1A01A5,1501404,39
159Y1A01A6,1501404,44
159Y1A01A7,1501404,54
159Y1A01A8,1501404,42
159Y1A01A9,1501404,28
159Y1A01B0,1501404,50
159Y1A01B1,1501404,27
159Y1A01B2,1501404,25
159Y1A01B3,1501404,28
159Y1A01B4,1501404,44
159Y1A01B5,1501404,41
159Y1A01B6,1501404,53
159Y1A01B7,1501404,33
159Y1A01B8,1501404,48
159Y1A01B9,1501404,25
159Y1A01C0,1501404,29
159Y1A01C1,1501404,34
159Y1A01C2,1501404,38
159Y1A01C3,1501404,45
159Y1A01C4,1501404,30
159Y1A01C5,1501404,28
159Y1A01C6,1501404,44
159Y1A01C7,1501404,54
159Y1A01C8,1501404,36
159Y1A01C9,1501404,34
159Y1A01D0,1501404,28
159Y1A01D1,1501404,46
159Y1A01D2,1501404,48
159Y1A01D3,1501404,54
159Y1A01D5,1501404,27
159Y1A01D6,1501404,36
159Y1A01D7,1501404,26
159Y1A01D8,1501404,45
159Y1A01D9,1501404,37
159Y1A01E2,1501404,25
159Y1A01E3,1501404,36
159Y1A01E4,1501404,44
159Y1A01E5,1501404,31
159Y1A01E6,1501404,15
159Y1A01E7,1501404,26
159Y1A01E8,1501404,33
159Y1A01E9,1501404,27
159Y1A01F0,1501404,31
159Y1A01F1,1501404,26
159Y1A01F2,1501404,40
159Y1A01F3,1501404,52
159Y1A01F4,1501404,26
159Y1A01F5,1501404,53
159Y1A01F6,1501404,39
159Y1A01F7,1501404,49
159Y1A01F8,1501404,55
159Y1A01F9,1501404,51
159Y1A01G0,1501404,42
159Y1A01G1,1501404,60
159Y1A01G2,1501404,36
169Y5A0101,1501404,28
169Y5A0102,1501404,40
169Y5A0103,1501404,33
169Y5A0104,1501404,37
169Y5A0105,1501404,13
169Y5A0106,1501404,28
169Y5A0107,1501404,36
169Y5A0108,1501404,37
169Y5A0109,1501404,39
169Y5A0110,1501404,27
169Y5A0111,1501404,25
169Y5A0113,1501404,28
169Y5A0114,1501404,32
169Y5A0115,1501404,41
169Y5A0116,1501404,37
169Y5A0117,1501404,60
169Y5A0118,1501404,29
169Y5A0119,1501404,37
169Y5A0120,1501404,30
169Y5A0121,1501404,36
169Y5A0122,1501404,32
169Y5A0123,1501404,17
169Y5A0124,1501404,47
169Y5A0125,1501404,33
169Y5A0126,1501404,39
169Y5A0127,1501404,35
169Y5A0128,1501404,25
169Y5A0129,1501404,28
169Y5A0130,1501404,25
169Y5A0131,1501404,35
169Y5A0132,1501404,39
169Y5A0133,1501404,25
169Y5A0134,1501404,32
169Y5A0135,1501404,47
169Y5A0136,1501404,37
169Y5A0137,1501404,31
169Y5A0138,1501404,25
169Y5A0139,1501404,44
169Y5A0140,1501404,43
169Y5A0141,1501404,25
169Y5A0142,1501404,38
169Y5A0143,1501404,37
169Y5A0144,1501404,25
169Y5A0145,1501404,43
169Y5A0146,1501404,35
169Y5A0147,1501404,31
169Y5A0148,1501404,45
169Y5A0149,1501404,31
169Y5A0150,1501404,25
169Y5A0151,1501404,25
169Y5A0152,1501404,16
169Y5A0153,1501404,33
169Y5A0154,1501404,41
169Y5A0155,1501404,31
169Y5A0156,1501404,30
169Y5A0157,1501404,33
169Y5A0158,1501404,39
169Y5A0159,1501404,40
169Y5A0160,1501404,39
169Y5A0161,1501404,43
169Y5A0162,1501404,28
169Y5A0163,1501404,27
169Y5A0164,1501404,25
169Y5A0165,1501404,27
149Y1A0128,1501405,7
149Y1A0169,1501405,-1
149Y1A0182,1501405,-1
149Y1A01C8,1501405,-1
149Y1A01D0,1501405,11
149Y1A01D1,1501405,10
159Y1A0101,1501405,30
159Y1A0102,1501405,35
159Y1A0103,1501405,27
159Y1A0104,1501405,16
159Y1A0105,1501405,5
159Y1A0106,1501405,25
159Y1A0108,1501405,9
159Y1A0109,1501405,5
159Y1A0110,1501405,39
159Y1A0111,1501405,0
159Y1A0112,1501405,5
159Y1A0113,1501405,40
159Y1A0114,1501405,32
159Y1A0115,1501405,35
159Y1A0116,1501405,43
159Y1A0117,1501405,43
159Y1A0118,1501405,0
159Y1A0119,1501405,11
159Y1A0121,1501405,29
159Y1A0122,1501405,26
159Y1A0123,1501405,32
159Y1A0124,1501405,35
159Y1A0125,1501405,45
159Y1A0126,1501405,49
159Y1A0129,1501405,31
159Y1A0130,1501405,28
159Y1A0131,1501405,26
159Y1A0132,1501405,28
159Y1A0133,1501405,48
159Y1A0134,1501405,16
159Y1A0135,1501405,39
159Y1A0136,1501405,59
159Y1A0137,1501405,19
159Y1A0138,1501405,33
159Y1A0139,1501405,26
159Y1A0140,1501405,7
159Y1A0141,1501405,44
159Y1A0142,1501405,47
159Y1A0143,1501405,40
159Y1A0144,1501405,39
159Y1A0145,1501405,34
159Y1A0146,1501405,43
159Y1A0147,1501405,26
159Y1A0148,1501405,34
159Y1A0149,1501405,-1
159Y1A0150,1501405,37
159Y1A0151,1501405,41
159Y1A0152,1501405,36
159Y1A0153,1501405,30
159Y1A0154,1501405,44
159Y1A0155,1501405,46
159Y1A0156,1501405,52
159Y1A0157,1501405,50
159Y1A0159,1501405,44
159Y1A0160,1501405,28
159Y1A0161,1501405,27
159Y1A0162,1501405,25
159Y1A0163,1501405,37
159Y1A0164,1501405,47
159Y1A0165,1501405,25
159Y1A0166,1501405,42
159Y1A0167,1501405,37
159Y1A0168,1501405,40
159Y1A0169,1501405,39
159Y1A0170,1501405,60
159Y1A0171,1501405,25
159Y1A0172,1501405,46
159Y1A0173,1501405,26
159Y1A0174,1501405,28
159Y1A0175,1501405,40
159Y1A0176,1501405,52
159Y1A0177,1501405,30
159Y1A0178,1501405,30
159Y1A0179,1501405,-1
159Y1A0180,1501405,54
159Y1A0181,1501405,53
159Y1A0183,1501405,59
159Y1A0185,1501405,-1
159Y1A0186,1501405,55
159Y1A0187,1501405,28
159Y1A0188,1501405,48
159Y1A0189,1501405,62
159Y1A0190,1501405,32
159Y1A0191,1501405,48
