HTNO,SUBCODE,EM
159Y1A01D9,1501801,43
159Y1A01E2,1501801,35
159Y1A01E3,1501801,25
159Y1A01E4,1501801,43
159Y1A01E5,1501801,45
159Y1A01E6,1501801,36
159Y1A01E7,1501801,18
159Y1A01E8,1501801,37
159Y1A01E9,1501801,41
159Y1A01F0,1501801,42
159Y1A01F1,1501801,36
159Y1A01F2,1501801,41
159Y1A01F3,1501801,50
159Y1A01F4,1501801,32
159Y1A01F5,1501801,51
159Y1A01F6,1501801,44
159Y1A01F7,1501801,62
159Y1A01F8,1501801,49
159Y1A01F9,1501801,55
159Y1A01G0,1501801,48
159Y1A01G1,1501801,56
159Y1A01G2,1501801,49
169Y5A0101,1501801,45
169Y5A0102,1501801,46
169Y5A0103,1501801,33
169Y5A0104,1501801,36
169Y5A0105,1501801,37
169Y5A0106,1501801,35
169Y5A0107,1501801,40
169Y5A0108,1501801,41
169Y5A0109,1501801,43
169Y5A0110,1501801,34
169Y5A0111,1501801,35
169Y5A0113,1501801,40
169Y5A0114,1501801,40
169Y5A0115,1501801,49
169Y5A0116,1501801,33
169Y5A0117,1501801,43
169Y5A0118,1501801,39
169Y5A0119,1501801,39
169Y5A0120,1501801,44
169Y5A0121,1501801,36
169Y5A0122,1501801,52
169Y5A0123,1501801,21
169Y5A0124,1501801,47
169Y5A0125,1501801,48
169Y5A0126,1501801,25
169Y5A0127,1501801,43
169Y5A0128,1501801,26
169Y5A0129,1501801,31
169Y5A0130,1501801,43
169Y5A0131,1501801,35
169Y5A0132,1501801,34
169Y5A0133,1501801,19
169Y5A0134,1501801,49
169Y5A0135,1501801,41
169Y5A0136,1501801,47
169Y5A0137,1501801,41
169Y5A0138,1501801,33
169Y5A0139,1501801,43
169Y5A0140,1501801,34
169Y5A0141,1501801,36
169Y5A0142,1501801,50
169Y5A0143,1501801,46
169Y5A0144,1501801,32
169Y5A0145,1501801,46
169Y5A0146,1501801,36
169Y5A0147,1501801,37
169Y5A0148,1501801,47
169Y5A0149,1501801,36
169Y5A0150,1501801,33
169Y5A0151,1501801,39
169Y5A0152,1501801,25
169Y5A0153,1501801,37
169Y5A0154,1501801,27
169Y5A0155,1501801,38
169Y5A0156,1501801,44
169Y5A0157,1501801,41
169Y5A0158,1501801,37
169Y5A0159,1501801,40
169Y5A0160,1501801,36
169Y5A0161,1501801,40
169Y5A0162,1501801,38
169Y5A0163,1501801,35
169Y5A0164,1501801,39
169Y5A0165,1501801,34
149Y1A0103,1501802,50
149Y1A0169,1501802,41
149Y1A0182,1501802,5
149Y1A01D0,1501802,55
149Y1A01D1,1501802,37
159Y1A0101,1501802,47
159Y1A0102,1501802,58
159Y1A0103,1501802,53
159Y1A0104,1501802,48
159Y1A0105,1501802,50
159Y1A0106,1501802,56
159Y1A0108,1501802,63
159Y1A0109,1501802,50
159Y1A0110,1501802,60
159Y1A0111,1501802,62
159Y1A0112,1501802,62
159Y1A0113,1501802,56
159Y1A0114,1501802,45
159Y1A0115,1501802,58
159Y1A0116,1501802,69
159Y1A0117,1501802,63
159Y1A0118,1501802,42
159Y1A0119,1501802,25
159Y1A0121,1501802,56
159Y1A0122,1501802,54
159Y1A0123,1501802,35
159Y1A0124,1501802,38
159Y1A0125,1501802,50
159Y1A0126,1501802,50
159Y1A0129,1501802,55
159Y1A0130,1501802,35
159Y1A0131,1501802,50
159Y1A0132,1501802,35
159Y1A0133,1501802,50
159Y1A0134,1501802,35
159Y1A0135,1501802,57
159Y1A0136,1501802,68
159Y1A0137,1501802,25
159Y1A0138,1501802,40
159Y1A0139,1501802,63
159Y1A0140,1501802,58
159Y1A0141,1501802,63
159Y1A0142,1501802,60
159Y1A0143,1501802,35
159Y1A0144,1501802,40
159Y1A0145,1501802,40
159Y1A0146,1501802,38
159Y1A0148,1501802,32
159Y1A0150,1501802,40
159Y1A0151,1501802,45
159Y1A0152,1501802,40
159Y1A0153,1501802,50
159Y1A0154,1501802,45
159Y1A0155,1501802,40
159Y1A0156,1501802,35
159Y1A0157,1501802,40
159Y1A0159,1501802,35
159Y1A0160,1501802,25
159Y1A0161,1501802,35
159Y1A0162,1501802,45
159Y1A0163,1501802,30
159Y1A0164,1501802,65
159Y1A0165,1501802,54
159Y1A0166,1501802,56
159Y1A0167,1501802,58
159Y1A0168,1501802,57
159Y1A0169,1501802,59
159Y1A0170,1501802,67
159Y1A0171,1501802,0
159Y1A0172,1501802,59
159Y1A0174,1501802,52
159Y1A0175,1501802,56
159Y1A0176,1501802,56
159Y1A0177,1501802,43
159Y1A0178,1501802,46
159Y1A0179,1501802,56
159Y1A0180,1501802,56
159Y1A0181,1501802,45
159Y1A0183,1501802,50
159Y1A0185,1501802,-1
159Y1A0186,1501802,40
159Y1A0187,1501802,44
159Y1A0188,1501802,45
159Y1A0189,1501802,55
159Y1A0190,1501802,40
159Y1A0191,1501802,43
159Y1A0192,1501802,30
159Y1A0193,1501802,48
159Y1A0194,1501802,55
159Y1A0195,1501802,30
159Y1A0196,1501802,50
159Y1A0197,1501802,-1
159Y1A0198,1501802,61
159Y1A0199,1501802,58
159Y1A01A0,1501802,61
159Y1A01A1,1501802,54
159Y1A01A2,1501802,40
159Y1A01A3,1501802,35
159Y1A01A4,1501802,35
159Y1A01A5,1501802,35
159Y1A01A6,1501802,35
159Y1A01A7,1501802,56
159Y1A01A8,1501802,54
159Y1A01A9,1501802,60
159Y1A01B0,1501802,54
159Y1A01B1,1501802,53
159Y1A01B2,1501802,64
159Y1A01B3,1501802,46
159Y1A01B4,1501802,67
159Y1A01B5,1501802,47
159Y1A01B6,1501802,68
159Y1A01B7,1501802,54
159Y1A01B8,1501802,62
159Y1A01B9,1501802,23
159Y1A01C0,1501802,61
159Y1A01C1,1501802,61
159Y1A01C2,1501802,40
159Y1A01C3,1501802,58
159Y1A01C4,1501802,48
159Y1A01C5,1501802,-1
159Y1A01C6,1501802,45
159Y1A01C7,1501802,56
159Y1A01C8,1501802,55
159Y1A01C9,1501802,35
159Y1A01D0,1501802,30
159Y1A01D1,1501802,35
159Y1A01D2,1501802,40
159Y1A01D3,1501802,47
159Y1A01D5,1501802,42
159Y1A01D6,1501802,44
159Y1A01D7,1501802,35
159Y1A01D8,1501802,62
159Y1A01D9,1501802,60
159Y1A01E2,1501802,55
159Y1A01E3,1501802,17
159Y1A01E4,1501802,67
159Y1A01E5,1501802,45
159Y1A01E6,1501802,37
159Y1A01E7,1501802,10
159Y1A01E8,1501802,55
159Y1A01E9,1501802,60
159Y1A01F0,1501802,33
159Y1A01F1,1501802,45
159Y1A01F2,1501802,53
159Y1A01F3,1501802,67
159Y1A01F4,1501802,55
159Y1A01F5,1501802,60
159Y1A01F6,1501802,63
159Y1A01F7,1501802,48
159Y1A01F8,1501802,43
159Y1A01F9,1501802,52
159Y1A01G0,1501802,51
159Y1A01G1,1501802,61
159Y1A01G2,1501802,52
169Y5A0101,1501802,60
169Y5A0102,1501802,60
169Y5A0103,1501802,35
169Y5A0104,1501802,45
169Y5A0105,1501802,55
169Y5A0106,1501802,55
169Y5A0107,1501802,40
169Y5A0108,1501802,58
169Y5A0109,1501802,60
169Y5A0110,1501802,60
169Y5A0111,1501802,35
169Y5A0113,1501802,53
169Y5A0114,1501802,60
169Y5A0115,1501802,60
169Y5A0116,1501802,38
169Y5A0117,1501802,53
169Y5A0118,1501802,53
169Y5A0119,1501802,62
169Y5A0120,1501802,50
169Y5A0121,1501802,40
169Y5A0122,1501802,50
169Y5A0123,1501802,40
169Y5A0124,1501802,55
169Y5A0125,1501802,62
169Y5A0126,1501802,45
169Y5A0127,1501802,62
169Y5A0128,1501802,45
169Y5A0129,1501802,40
169Y5A0130,1501802,55
169Y5A0131,1501802,50
169Y5A0132,1501802,35
169Y5A0133,1501802,30
169Y5A0134,1501802,62
169Y5A0135,1501802,64
169Y5A0136,1501802,64
169Y5A0137,1501802,53
169Y5A0138,1501802,35
169Y5A0139,1501802,60
169Y5A0140,1501802,55
169Y5A0141,1501802,60
169Y5A0142,1501802,50
169Y5A0143,1501802,55
169Y5A0144,1501802,52
169Y5A0145,1501802,65
169Y5A0146,1501802,55
169Y5A0147,1501802,60
169Y5A0148,1501802,60
169Y5A0149,1501802,50
169Y5A0150,1501802,57
169Y5A0151,1501802,57
169Y5A0152,1501802,35
169Y5A0153,1501802,30
169Y5A0154,1501802,48
169Y5A0155,1501802,60
169Y5A0156,1501802,57
169Y5A0157,1501802,64
169Y5A0158,1501802,45
169Y5A0159,1501802,60
169Y5A0160,1501802,60
169Y5A0161,1501802,62
169Y5A0162,1501802,58
169Y5A0163,1501802,62
169Y5A0164,1501802,57
169Y5A0165,1501802,40
149Y1A0103,1501803,45
149Y1A0169,1501803,34
149Y1A0182,1501803,4
149Y1A01D0,1501803,36
149Y1A01D1,1501803,52
159Y1A0101,1501803,39
159Y1A0102,1501803,30
159Y1A0103,1501803,38
159Y1A0104,1501803,36
159Y1A0105,1501803,3
159Y1A0106,1501803,43
159Y1A0108,1501803,36
159Y1A0109,1501803,30
159Y1A0110,1501803,47
159Y1A0111,1501803,36
159Y1A0112,1501803,38
159Y1A0113,1501803,40
159Y1A0114,1501803,34
159Y1A0115,1501803,46
159Y1A0116,1501803,54
159Y1A0117,1501803,33
159Y1A0118,1501803,17
159Y1A0119,1501803,10
159Y1A0121,1501803,40
159Y1A0122,1501803,38
159Y1A0123,1501803,40
159Y1A0124,1501803,39
159Y1A0125,1501803,47
159Y1A0126,1501803,48
159Y1A0129,1501803,31
159Y1A0130,1501803,50
159Y1A0131,1501803,46
159Y1A0132,1501803,26
159Y1A0133,1501803,43
159Y1A0134,1501803,16
159Y1A0135,1501803,47
159Y1A0136,1501803,57
159Y1A0137,1501803,28
159Y1A0138,1501803,39
159Y1A0139,1501803,35
159Y1A0140,1501803,30
159Y1A0141,1501803,41
159Y1A0142,1501803,47
159Y1A0143,1501803,48
159Y1A0144,1501803,32
159Y1A0145,1501803,8
159Y1A0146,1501803,27
159Y1A0148,1501803,42
159Y1A0150,1501803,42
159Y1A0151,1501803,48
159Y1A0152,1501803,43
159Y1A0153,1501803,24
159Y1A0154,1501803,53
159Y1A0155,1501803,54
159Y1A0156,1501803,46
159Y1A0157,1501803,45
159Y1A0159,1501803,52
159Y1A0160,1501803,25
159Y1A0161,1501803,34
159Y1A0162,1501803,27
159Y1A0163,1501803,39
159Y1A0164,1501803,51
159Y1A0165,1501803,47
159Y1A0166,1501803,52
159Y1A0167,1501803,45
159Y1A0168,1501803,53
159Y1A0169,1501803,42
159Y1A0170,1501803,54
159Y1A0171,1501803,5
159Y1A0172,1501803,38
159Y1A0174,1501803,40
159Y1A0175,1501803,44
159Y1A0176,1501803,43
159Y1A0177,1501803,38
159Y1A0178,1501803,35
159Y1A0179,1501803,44
159Y1A0180,1501803,48
159Y1A0181,1501803,47
159Y1A0183,1501803,40
159Y1A0185,1501803,1
159Y1A0186,1501803,50
159Y1A0187,1501803,26
159Y1A0188,1501803,59
159Y1A0189,1501803,59
159Y1A0190,1501803,37
159Y1A0191,1501803,47
159Y1A0192,1501803,2
159Y1A0193,1501803,45
159Y1A0194,1501803,42
159Y1A0195,1501803,15
159Y1A0196,1501803,41
159Y1A0197,1501803,-1
159Y1A0198,1501803,45
159Y1A0199,1501803,41
159Y1A01A0,1501803,53
159Y1A01A1,1501803,56
159Y1A01A2,1501803,52
159Y1A01A3,1501803,58
159Y1A01A4,1501803,32
159Y1A01A5,1501803,44
159Y1A01A6,1501803,51
159Y1A01A7,1501803,49
159Y1A01A8,1501803,34
159Y1A01A9,1501803,28
159Y1A01B0,1501803,49
159Y1A01B1,1501803,18
159Y1A01B2,1501803,52
159Y1A01B3,1501803,39
159Y1A01B4,1501803,44
159Y1A01B5,1501803,14
159Y1A01B6,1501803,56
159Y1A01B7,1501803,16
159Y1A01B8,1501803,38
159Y1A01B9,1501803,2
159Y1A01C0,1501803,36
159Y1A01C1,1501803,50
159Y1A01C2,1501803,38
159Y1A01C3,1501803,52
159Y1A01C4,1501803,48
159Y1A01C5,1501803,0
159Y1A01C6,1501803,47
159Y1A01C7,1501803,54
159Y1A01C8,1501803,9
159Y1A01C9,1501803,39
159Y1A01D0,1501803,17
159Y1A01D1,1501803,36
159Y1A01D2,1501803,30
159Y1A01D3,1501803,54
159Y1A01D5,1501803,15
159Y1A01D6,1501803,48
159Y1A01D7,1501803,24
159Y1A01D8,1501803,49
159Y1A01D9,1501803,36
159Y1A01E2,1501803,42
159Y1A01E3,1501803,4
159Y1A01E4,1501803,56
159Y1A01E5,1501803,42
159Y1A01E6,1501803,25
159Y1A01E7,1501803,5
159Y1A01E8,1501803,39
159Y1A01E9,1501803,44
159Y1A01F0,1501803,39
159Y1A01F1,1501803,36
159Y1A01F2,1501803,26
159Y1A01F3,1501803,49
159Y1A01F4,1501803,10
159Y1A01F5,1501803,49
159Y1A01F6,1501803,30
159Y1A01F7,1501803,46
159Y1A01F8,1501803,47
159Y1A01F9,1501803,48
159Y1A01G0,1501803,39
159Y1A01G1,1501803,41
159Y1A01G2,1501803,42
169Y5A0101,1501803,46
169Y5A0102,1501803,52
169Y5A0103,1501803,30
169Y5A0104,1501803,49
169Y5A0105,1501803,49
169Y5A0106,1501803,49
169Y5A0107,1501803,46
169Y5A0108,1501803,51
169Y5A0109,1501803,52
169Y5A0110,1501803,47
169Y5A0111,1501803,33
169Y5A0113,1501803,48
169Y5A0114,1501803,45
169Y5A0115,1501803,39
169Y5A0116,1501803,48
169Y5A0117,1501803,52
169Y5A0118,1501803,44
169Y5A0119,1501803,37
169Y5A0120,1501803,50
169Y5A0121,1501803,43
169Y5A0122,1501803,50
169Y5A0123,1501803,32
169Y5A0124,1501803,58
169Y5A0125,1501803,45
169Y5A0126,1501803,48
169Y5A0127,1501803,50
169Y5A0128,1501803,41
169Y5A0129,1501803,39
169Y5A0130,1501803,45
169Y5A0131,1501803,50
169Y5A0132,1501803,45
169Y5A0133,1501803,41
169Y5A0134,1501803,52
169Y5A0135,1501803,51
169Y5A0136,1501803,47
169Y5A0137,1501803,52
169Y5A0138,1501803,38
169Y5A0139,1501803,50
169Y5A0140,1501803,51
169Y5A0141,1501803,48
169Y5A0142,1501803,48
169Y5A0143,1501803,50
169Y5A0144,1501803,46
169Y5A0145,1501803,53
169Y5A0146,1501803,53
169Y5A0147,1501803,45
169Y5A0148,1501803,49
169Y5A0149,1501803,42
169Y5A0150,1501803,54
169Y5A0151,1501803,46
169Y5A0152,1501803,39
169Y5A0153,1501803,37
169Y5A0154,1501803,49
169Y5A0155,1501803,48
169Y5A0156,1501803,58
169Y5A0157,1501803,43
169Y5A0158,1501803,49
169Y5A0159,1501803,50
169Y5A0160,1501803,49
169Y5A0161,1501803,45
169Y5A0162,1501803,51
169Y5A0163,1501803,49
169Y5A0164,1501803,34
169Y5A0165,1501803,30
149Y1A0103,1501806,30
149Y1A0169,1501806,25
149Y1A0182,1501806,-1
149Y1A01D0,1501806,36
149Y1A01D1,1501806,30
159Y1A0101,1501806,47
159Y1A0102,1501806,45
159Y1A0103,1501806,39
159Y1A0104,1501806,44
159Y1A0105,1501806,15
159Y1A0106,1501806,44
159Y1A0108,1501806,53
159Y1A0109,1501806,36
159Y1A0110,1501806,52
159Y1A0111,1501806,61
159Y1A0112,1501806,47
159Y1A0113,1501806,51
159Y1A0114,1501806,57
159Y1A0115,1501806,57
159Y1A0116,1501806,51
159Y1A0117,1501806,53
159Y1A0118,1501806,52
159Y1A0119,1501806,29
159Y1A0121,1501806,60
159Y1A0122,1501806,49
159Y1A0123,1501806,50
159Y1A0124,1501806,61
159Y1A0125,1501806,60
159Y1A0126,1501806,61
159Y1A0129,1501806,41
159Y1A0130,1501806,57
159Y1A0131,1501806,51
159Y1A0132,1501806,25
159Y1A0133,1501806,45
159Y1A0134,1501806,38
159Y1A0135,1501806,41
159Y1A0136,1501806,67
159Y1A0137,1501806,48
159Y1A0138,1501806,60
159Y1A0139,1501806,61
159Y1A0140,1501806,51
159Y1A0141,1501806,43
159Y1A0142,1501806,56
159Y1A0143,1501806,55
159Y1A0144,1501806,44
159Y1A0145,1501806,52
159Y1A0146,1501806,52
159Y1A0148,1501806,36
159Y1A0150,1501806,38
159Y1A0151,1501806,36
159Y1A0152,1501806,35
159Y1A0153,1501806,26
159Y1A0154,1501806,34
159Y1A0155,1501806,44
159Y1A0156,1501806,42
159Y1A0157,1501806,28
159Y1A0159,1501806,42
159Y1A0160,1501806,25
159Y1A0161,1501806,29
159Y1A0162,1501806,29
159Y1A0163,1501806,33
159Y1A0164,1501806,41
159Y1A0165,1501806,33
159Y1A0166,1501806,44
159Y1A0167,1501806,48
159Y1A0168,1501806,35
159Y1A0169,1501806,40
159Y1A0170,1501806,56
159Y1A0171,1501806,25
159Y1A0172,1501806,40
159Y1A0174,1501806,25
159Y1A0175,1501806,42
159Y1A0176,1501806,46
159Y1A0177,1501806,38
159Y1A0178,1501806,10
159Y1A0179,1501806,27
159Y1A0180,1501806,57
159Y1A0181,1501806,49
159Y1A0183,1501806,39
159Y1A0185,1501806,10
159Y1A0186,1501806,58
159Y1A0187,1501806,48
159Y1A0188,1501806,38
159Y1A0189,1501806,44
159Y1A0190,1501806,29
159Y1A0191,1501806,39
159Y1A0192,1501806,25
159Y1A0193,1501806,42
159Y1A0194,1501806,54
159Y1A0195,1501806,34
159Y1A0196,1501806,62
159Y1A0197,1501806,15
159Y1A0198,1501806,28
159Y1A0199,1501806,50
159Y1A01A0,1501806,59
159Y1A01A1,1501806,56
159Y1A01A2,1501806,55
159Y1A01A3,1501806,64
159Y1A01A4,1501806,40
159Y1A01A5,1501806,54
159Y1A01A6,1501806,51
159Y1A01A7,1501806,60
159Y1A01A8,1501806,28
159Y1A01A9,1501806,28
159Y1A01B0,1501806,42
159Y1A01B1,1501806,44
159Y1A01B2,1501806,53
159Y1A01B3,1501806,42
159Y1A01B4,1501806,44
159Y1A01B5,1501806,36
159Y1A01B6,1501806,64
159Y1A01B7,1501806,51
159Y1A01B8,1501806,49
159Y1A01B9,1501806,17
159Y1A01C0,1501806,25
159Y1A01C1,1501806,58
159Y1A01C2,1501806,38
159Y1A01C3,1501806,55
159Y1A01C4,1501806,54
159Y1A01C5,1501806,25
159Y1A01C6,1501806,52
159Y1A01C7,1501806,54
159Y1A01C8,1501806,56
159Y1A01C9,1501806,37
159Y1A01D0,1501806,35
159Y1A01D1,1501806,42
159Y1A01D2,1501806,45
159Y1A01D3,1501806,61
159Y1A01D5,1501806,34
159Y1A01D6,1501806,58
159Y1A01D7,1501806,52
159Y1A01D8,1501806,62
159Y1A01D9,1501806,58
159Y1A01E2,1501806,49
159Y1A01E3,1501806,33
159Y1A01E4,1501806,67
159Y1A01E5,1501806,46
159Y1A01E6,1501806,55
159Y1A01E7,1501806,34
159Y1A01E8,1501806,45
159Y1A01E9,1501806,33
159Y1A01F0,1501806,30
159Y1A01F1,1501806,26
159Y1A01F2,1501806,33
159Y1A01F3,1501806,64
159Y1A01F4,1501806,37
159Y1A01F5,1501806,60
159Y1A01F6,1501806,46
159Y1A01F7,1501806,64
159Y1A01F8,1501806,57
159Y1A01F9,1501806,60
159Y1A01G0,1501806,58
159Y1A01G1,1501806,60
159Y1A01G2,1501806,59
169Y5A0101,1501806,50
169Y5A0102,1501806,49
169Y5A0103,1501806,52
169Y5A0104,1501806,47
169Y5A0105,1501806,50
169Y5A0106,1501806,51
169Y5A0107,1501806,50
169Y5A0108,1501806,50
169Y5A0109,1501806,58
169Y5A0110,1501806,59
169Y5A0111,1501806,46
169Y5A0113,1501806,54
169Y5A0114,1501806,58
169Y5A0115,1501806,64
169Y5A0116,1501806,50
169Y5A0117,1501806,64
169Y5A0118,1501806,48
169Y5A0119,1501806,54
169Y5A0120,1501806,55
169Y5A0121,1501806,36
169Y5A0122,1501806,49
169Y5A0123,1501806,29
169Y5A0124,1501806,62
169Y5A0125,1501806,66
169Y5A0126,1501806,52
169Y5A0127,1501806,54
169Y5A0128,1501806,43
169Y5A0129,1501806,44
169Y5A0130,1501806,48
169Y5A0131,1501806,47
169Y5A0132,1501806,38
169Y5A0133,1501806,40
169Y5A0134,1501806,38
169Y5A0135,1501806,52
169Y5A0136,1501806,56
169Y5A0137,1501806,48
169Y5A0138,1501806,52
169Y5A0139,1501806,55
169Y5A0140,1501806,58
169Y5A0141,1501806,47
169Y5A0142,1501806,59
169Y5A0143,1501806,59
169Y5A0144,1501806,42
169Y5A0145,1501806,55
169Y5A0146,1501806,54
169Y5A0147,1501806,58
169Y5A0148,1501806,59
169Y5A0149,1501806,51
169Y5A0150,1501806,45
169Y5A0151,1501806,53
169Y5A0152,1501806,25
169Y5A0153,1501806,39
169Y5A0154,1501806,51
169Y5A0155,1501806,62
169Y5A0156,1501806,64
169Y5A0157,1501806,50
169Y5A0158,1501806,58
169Y5A0159,1501806,58
169Y5A0160,1501806,53
169Y5A0161,1501806,56
169Y5A0162,1501806,59
169Y5A0163,1501806,47
169Y5A0164,1501806,55
169Y5A0165,1501806,49
149Y1A0103,1501808,45
149Y1A0169,1501808,44
149Y1A0182,1501808,45
149Y1A01D0,1501808,44
149Y1A01D1,1501808,45
159Y1A0101,1501808,48
159Y1A0102,1501808,47
159Y1A0103,1501808,46
159Y1A0104,1501808,45
159Y1A0105,1501808,45
159Y1A0106,1501808,45
159Y1A0108,1501808,45
159Y1A0109,1501808,48
159Y1A0110,1501808,47
159Y1A0111,1501808,45
159Y1A0112,1501808,46
159Y1A0113,1501808,48
159Y1A0114,1501808,48
159Y1A0115,1501808,47
159Y1A0116,1501808,48
159Y1A0117,1501808,48
159Y1A0118,1501808,45
159Y1A0119,1501808,45
159Y1A0121,1501808,45
159Y1A0122,1501808,45
159Y1A0123,1501808,49
159Y1A0124,1501808,45
159Y1A0125,1501808,46
159Y1A0126,1501808,48
159Y1A0129,1501808,45
159Y1A0130,1501808,45
159Y1A0131,1501808,48
159Y1A0132,1501808,45
159Y1A0133,1501808,47
159Y1A0134,1501808,45
159Y1A0135,1501808,46
159Y1A0136,1501808,49
159Y1A0137,1501808,45
159Y1A0138,1501808,46
159Y1A0139,1501808,45
159Y1A0140,1501808,45
159Y1A0141,1501808,45
159Y1A0142,1501808,46
159Y1A0143,1501808,45
159Y1A0144,1501808,47
159Y1A0145,1501808,45
159Y1A0146,1501808,48
159Y1A0148,1501808,49
159Y1A0150,1501808,47
159Y1A0151,1501808,48
159Y1A0152,1501808,48
159Y1A0153,1501808,42
159Y1A0154,1501808,48
159Y1A0155,1501808,44
159Y1A0156,1501808,48
159Y1A0157,1501808,46
159Y1A0159,1501808,46
159Y1A0160,1501808,44
159Y1A0161,1501808,40
159Y1A0162,1501808,42
159Y1A0163,1501808,44
159Y1A0164,1501808,48
159Y1A0165,1501808,42
159Y1A0166,1501808,45
159Y1A0167,1501808,42
159Y1A0168,1501808,42
159Y1A0169,1501808,46
159Y1A0170,1501808,48
159Y1A0171,1501808,42
159Y1A0172,1501808,44
159Y1A0174,1501808,43
159Y1A0175,1501808,44
159Y1A0176,1501808,43
159Y1A0177,1501808,44
159Y1A0178,1501808,42
159Y1A0179,1501808,43
159Y1A0180,1501808,46
159Y1A0181,1501808,46
159Y1A0183,1501808,46
159Y1A0185,1501808,45
159Y1A0186,1501808,46
159Y1A0187,1501808,42
159Y1A0188,1501808,48
159Y1A0189,1501808,48
159Y1A0190,1501808,44
159Y1A0191,1501808,48
159Y1A0192,1501808,45
159Y1A0193,1501808,48
159Y1A0194,1501808,46
159Y1A0195,1501808,43
159Y1A0196,1501808,46
159Y1A0197,1501808,43
159Y1A0198,1501808,42
159Y1A0199,1501808,43
159Y1A01A0,1501808,45
159Y1A01A1,1501808,48
159Y1A01A2,1501808,45
159Y1A01A3,1501808,48
159Y1A01A4,1501808,43
159Y1A01A5,1501808,48
159Y1A01A6,1501808,45
159Y1A01A7,1501808,48
159Y1A01A8,1501808,44
159Y1A01A9,1501808,46
159Y1A01B0,1501808,46
159Y1A01B1,1501808,44
