HTNO,SUBCODE,EM
159Y1A01F3,1521302,58
159Y1A01F4,1521302,14
159Y1A01F5,1521302,62
159Y1A01F6,1521302,53
159Y1A01F7,1521302,52
159Y1A01F8,1521302,57
159Y1A01F9,1521302,61
159Y1A01G0,1521302,51
159Y1A01G1,1521302,43
159Y1A01G2,1521302,58
169Y5A0101,1521302,54
169Y5A0102,1521302,65
169Y5A0103,1521302,41
169Y5A0104,1521302,60
169Y5A0105,1521302,48
169Y5A0106,1521302,49
169Y5A0107,1521302,34
169Y5A0108,1521302,40
169Y5A0109,1521302,66
169Y5A0110,1521302,64
169Y5A0111,1521302,26
169Y5A0112,1521302,40
169Y5A0113,1521302,60
169Y5A0114,1521302,57
169Y5A0115,1521302,58
169Y5A0116,1521302,63
169Y5A0117,1521302,57
169Y5A0118,1521302,38
169Y5A0119,1521302,64
169Y5A0120,1521302,58
169Y5A0121,1521302,38
169Y5A0122,1521302,66
169Y5A0123,1521302,42
169Y5A0124,1521302,65
169Y5A0125,1521302,61
169Y5A0126,1521302,38
169Y5A0127,1521302,56
169Y5A0128,1521302,59
169Y5A0129,1521302,48
169Y5A0130,1521302,57
169Y5A0131,1521302,35
169Y5A0132,1521302,40
169Y5A0133,1521302,57
169Y5A0134,1521302,56
169Y5A0135,1521302,60
169Y5A0136,1521302,57
169Y5A0137,1521302,52
169Y5A0138,1521302,33
169Y5A0139,1521302,64
169Y5A0140,1521302,59
169Y5A0141,1521302,42
169Y5A0142,1521302,45
169Y5A0143,1521302,43
169Y5A0144,1521302,36
169Y5A0145,1521302,62
169Y5A0146,1521302,61
169Y5A0147,1521302,40
169Y5A0148,1521302,53
169Y5A0149,1521302,38
169Y5A0150,1521302,51
169Y5A0151,1521302,55
169Y5A0152,1521302,34
169Y5A0153,1521302,51
169Y5A0154,1521302,40
169Y5A0155,1521302,66
169Y5A0156,1521302,64
169Y5A0157,1521302,43
169Y5A0158,1521302,53
169Y5A0159,1521302,66
169Y5A0160,1521302,55
169Y5A0161,1521302,45
169Y5A0162,1521302,63
169Y5A0163,1521302,53
169Y5A0164,1521302,44
169Y5A0165,1521302,41
149Y1A0128,1501301,14
149Y1A0134,1501301,14
149Y1A0169,1501301,17
149Y1A0182,1501301,17
149Y1A01C8,1501301,16
149Y1A01D0,1501301,25
149Y1A01D1,1501301,35
149Y1A01E5,1501301,29
159Y1A0101,1501301,46
159Y1A0102,1501301,50
159Y1A0103,1501301,39
159Y1A0104,1501301,36
159Y1A0105,1501301,26
159Y1A0106,1501301,36
159Y1A0108,1501301,26
159Y1A0109,1501301,26
159Y1A0110,1501301,41
159Y1A0111,1501301,-1
159Y1A0112,1501301,37
159Y1A0113,1501301,40
159Y1A0114,1501301,33
159Y1A0115,1501301,40
159Y1A0116,1501301,47
159Y1A0117,1501301,45
159Y1A0118,1501301,34
159Y1A0119,1501301,39
159Y1A0121,1501301,40
159Y1A0122,1501301,37
159Y1A0123,1501301,48
159Y1A0124,1501301,29
159Y1A0125,1501301,43
159Y1A0126,1501301,52
159Y1A0129,1501301,37
159Y1A0130,1501301,38
159Y1A0131,1501301,44
159Y1A0132,1501301,40
159Y1A0133,1501301,46
159Y1A0134,1501301,28
159Y1A0135,1501301,32
159Y1A0136,1501301,51
159Y1A0137,1501301,40
159Y1A0138,1501301,37
159Y1A0139,1501301,37
159Y1A0140,1501301,11
159Y1A0141,1501301,32
159Y1A0142,1501301,40
159Y1A0143,1501301,36
159Y1A0144,1501301,41
159Y1A0145,1501301,26
159Y1A0146,1501301,39
159Y1A0147,1501301,18
159Y1A0148,1501301,44
159Y1A0149,1501301,-1
159Y1A0150,1501301,46
159Y1A0151,1501301,41
159Y1A0152,1501301,50
159Y1A0153,1501301,27
159Y1A0154,1501301,51
159Y1A0155,1501301,49
159Y1A0156,1501301,39
159Y1A0157,1501301,42
159Y1A0159,1501301,36
159Y1A0160,1501301,14
159Y1A0161,1501301,29
159Y1A0162,1501301,18
159Y1A0163,1501301,35
159Y1A0164,1501301,42
159Y1A0165,1501301,29
159Y1A0166,1501301,33
159Y1A0167,1501301,30
159Y1A0168,1501301,40
159Y1A0169,1501301,38
159Y1A0170,1501301,47
159Y1A0171,1501301,32
159Y1A0172,1501301,61
159Y1A0173,1501301,16
159Y1A0174,1501301,38
159Y1A0175,1501301,45
159Y1A0176,1501301,46
159Y1A0177,1501301,32
159Y1A0178,1501301,26
159Y1A0179,1501301,29
159Y1A0180,1501301,36
159Y1A0181,1501301,45
159Y1A0183,1501301,43
159Y1A0185,1501301,-1
159Y1A0186,1501301,41
159Y1A0187,1501301,25
159Y1A0188,1501301,50
159Y1A0189,1501301,48
159Y1A0190,1501301,30
159Y1A0191,1501301,51
159Y1A0192,1501301,9
159Y1A0193,1501301,40
159Y1A0194,1501301,33
159Y1A0195,1501301,10
159Y1A0196,1501301,41
159Y1A0197,1501301,26
159Y1A0198,1501301,28
159Y1A0199,1501301,45
159Y1A01A0,1501301,43
159Y1A01A1,1501301,44
159Y1A01A2,1501301,40
159Y1A01A3,1501301,48
159Y1A01A4,1501301,29
159Y1A01A5,1501301,41
159Y1A01A6,1501301,31
159Y1A01A7,1501301,37
159Y1A01A8,1501301,31
159Y1A01A9,1501301,31
159Y1A01B0,1501301,44
159Y1A01B1,1501301,17
159Y1A01B2,1501301,36
159Y1A01B3,1501301,31
159Y1A01B4,1501301,52
159Y1A01B5,1501301,36
159Y1A01B6,1501301,59
159Y1A01B7,1501301,55
159Y1A01B8,1501301,47
159Y1A01B9,1501301,27
159Y1A01C0,1501301,48
159Y1A01C1,1501301,57
159Y1A01C2,1501301,47
159Y1A01C3,1501301,48
159Y1A01C4,1501301,48
159Y1A01C5,1501301,31
159Y1A01C6,1501301,44
159Y1A01C7,1501301,43
159Y1A01C8,1501301,25
159Y1A01C9,1501301,-1
159Y1A01D0,1501301,27
159Y1A01D1,1501301,38
159Y1A01D2,1501301,39
159Y1A01D3,1501301,50
159Y1A01D4,1501301,11
159Y1A01D5,1501301,28
159Y1A01D6,1501301,40
159Y1A01D7,1501301,27
159Y1A01D8,1501301,38
159Y1A01D9,1501301,27
159Y1A01E1,1501301,48
159Y1A01E2,1501301,28
159Y1A01E3,1501301,17
159Y1A01E4,1501301,60
159Y1A01E5,1501301,36
159Y1A01E6,1501301,34
159Y1A01E7,1501301,16
159Y1A01E8,1501301,31
159Y1A01E9,1501301,29
159Y1A01F0,1501301,42
159Y1A01F1,1501301,29
159Y1A01F2,1501301,29
159Y1A01F3,1501301,53
159Y1A01F4,1501301,34
159Y1A01F5,1501301,38
159Y1A01F6,1501301,32
159Y1A01F7,1501301,48
159Y1A01F8,1501301,46
159Y1A01F9,1501301,51
159Y1A01G0,1501301,46
159Y1A01G1,1501301,48
159Y1A01G2,1501301,43
169Y5A0101,1501301,51
169Y5A0102,1501301,44
169Y5A0103,1501301,34
169Y5A0104,1501301,49
169Y5A0105,1501301,39
169Y5A0106,1501301,35
169Y5A0107,1501301,40
169Y5A0108,1501301,37
169Y5A0109,1501301,44
169Y5A0110,1501301,40
169Y5A0111,1501301,37
169Y5A0112,1501301,37
169Y5A0113,1501301,43
169Y5A0114,1501301,38
169Y5A0115,1501301,44
169Y5A0116,1501301,52
169Y5A0117,1501301,52
169Y5A0118,1501301,38
169Y5A0119,1501301,37
169Y5A0120,1501301,49
169Y5A0121,1501301,41
169Y5A0122,1501301,48
169Y5A0123,1501301,40
169Y5A0124,1501301,51
169Y5A0125,1501301,44
169Y5A0126,1501301,29
169Y5A0127,1501301,49
169Y5A0128,1501301,42
169Y5A0129,1501301,46
169Y5A0130,1501301,41
169Y5A0131,1501301,44
169Y5A0132,1501301,41
169Y5A0133,1501301,29
169Y5A0134,1501301,41
169Y5A0135,1501301,45
169Y5A0136,1501301,48
169Y5A0137,1501301,38
169Y5A0138,1501301,26
169Y5A0139,1501301,50
169Y5A0140,1501301,36
169Y5A0141,1501301,40
169Y5A0142,1501301,35
169Y5A0143,1501301,50
169Y5A0144,1501301,31
169Y5A0145,1501301,42
169Y5A0146,1501301,38
169Y5A0147,1501301,33
169Y5A0148,1501301,51
169Y5A0149,1501301,39
169Y5A0150,1501301,42
169Y5A0151,1501301,41
169Y5A0152,1501301,18
169Y5A0153,1501301,44
169Y5A0154,1501301,30
169Y5A0155,1501301,44
169Y5A0156,1501301,36
169Y5A0157,1501301,37
169Y5A0158,1501301,31
169Y5A0159,1501301,44
169Y5A0160,1501301,37
169Y5A0161,1501301,36
169Y5A0162,1501301,42
169Y5A0163,1501301,38
169Y5A0164,1501301,44
169Y5A0165,1501301,35
149Y1A0128,1501303,8
149Y1A0134,1501303,7
149Y1A0169,1501303,9
149Y1A0182,1501303,5
149Y1A01C8,1501303,11
149Y1A01D0,1501303,25
149Y1A01D1,1501303,25
149Y1A01E5,1501303,25
159Y1A0101,1501303,32
159Y1A0102,1501303,50
159Y1A0103,1501303,31
159Y1A0104,1501303,27
159Y1A0105,1501303,13
159Y1A0106,1501303,31
159Y1A0108,1501303,40
159Y1A0109,1501303,-2
159Y1A0110,1501303,26
159Y1A0111,1501303,36
159Y1A0112,1501303,37
159Y1A0113,1501303,44
159Y1A0114,1501303,45
159Y1A0115,1501303,38
159Y1A0116,1501303,31
159Y1A0117,1501303,56
159Y1A0118,1501303,25
159Y1A0119,1501303,14
159Y1A0121,1501303,29
159Y1A0122,1501303,29
159Y1A0123,1501303,41
159Y1A0124,1501303,33
159Y1A0125,1501303,44
159Y1A0126,1501303,36
159Y1A0129,1501303,25
159Y1A0130,1501303,31
159Y1A0131,1501303,43
159Y1A0132,1501303,40
159Y1A0133,1501303,45
159Y1A0134,1501303,25
159Y1A0135,1501303,36
159Y1A0136,1501303,61
159Y1A0137,1501303,34
159Y1A0138,1501303,25
159Y1A0139,1501303,42
159Y1A0140,1501303,25
159Y1A0141,1501303,37
159Y1A0142,1501303,48
159Y1A0143,1501303,51
159Y1A0144,1501303,40
159Y1A0145,1501303,25
159Y1A0146,1501303,34
159Y1A0147,1501303,32
159Y1A0148,1501303,44
159Y1A0149,1501303,-1
159Y1A0150,1501303,45
159Y1A0151,1501303,44
159Y1A0152,1501303,42
159Y1A0153,1501303,46
159Y1A0154,1501303,57
159Y1A0155,1501303,51
159Y1A0156,1501303,55
159Y1A0157,1501303,42
159Y1A0159,1501303,50
159Y1A0160,1501303,31
159Y1A0161,1501303,30
159Y1A0162,1501303,25
159Y1A0163,1501303,31
159Y1A0164,1501303,64
159Y1A0165,1501303,33
159Y1A0166,1501303,45
159Y1A0167,1501303,26
159Y1A0168,1501303,40
159Y1A0169,1501303,34
159Y1A0170,1501303,56
159Y1A0171,1501303,17
159Y1A0172,1501303,50
159Y1A0173,1501303,9
159Y1A0174,1501303,30
159Y1A0175,1501303,40
159Y1A0176,1501303,55
159Y1A0177,1501303,25
159Y1A0178,1501303,25
159Y1A0179,1501303,17
159Y1A0180,1501303,51
159Y1A0181,1501303,56
159Y1A0183,1501303,55
159Y1A0185,1501303,-1
159Y1A0186,1501303,42
159Y1A0187,1501303,25
159Y1A0188,1501303,42
159Y1A0189,1501303,50
159Y1A0190,1501303,36
159Y1A0191,1501303,50
159Y1A0192,1501303,4
159Y1A0193,1501303,47
159Y1A0194,1501303,43
159Y1A0195,1501303,12
159Y1A0196,1501303,58
159Y1A0197,1501303,27
159Y1A0198,1501303,40
159Y1A0199,1501303,48
159Y1A01A0,1501303,66
159Y1A01A1,1501303,57
159Y1A01A2,1501303,43
159Y1A01A3,1501303,60
159Y1A01A4,1501303,27
159Y1A01A5,1501303,43
159Y1A01A6,1501303,34
159Y1A01A7,1501303,48
159Y1A01A8,1501303,31
159Y1A01A9,1501303,25
159Y1A01B0,1501303,58
159Y1A01B1,1501303,25
159Y1A01B2,1501303,33
159Y1A01B3,1501303,32
159Y1A01B4,1501303,51
159Y1A01B5,1501303,17
159Y1A01B6,1501303,61
159Y1A01B7,1501303,27
159Y1A01B8,1501303,52
159Y1A01B9,1501303,16
159Y1A01C0,1501303,44
159Y1A01C1,1501303,49
159Y1A01C2,1501303,42
159Y1A01C3,1501303,44
159Y1A01C4,1501303,39
159Y1A01C5,1501303,11
159Y1A01C6,1501303,33
159Y1A01C7,1501303,55
159Y1A01C8,1501303,17
159Y1A01C9,1501303,-1
159Y1A01D0,1501303,26
159Y1A01D1,1501303,35
159Y1A01D2,1501303,35
159Y1A01D3,1501303,50
159Y1A01D4,1501303,4
159Y1A01D5,1501303,25
159Y1A01D6,1501303,34
159Y1A01D7,1501303,29
159Y1A01D8,1501303,51
159Y1A01D9,1501303,34
159Y1A01E1,1501303,49
159Y1A01E2,1501303,16
159Y1A01E3,1501303,13
159Y1A01E4,1501303,59
159Y1A01E5,1501303,39
159Y1A01E6,1501303,25
159Y1A01E7,1501303,28
159Y1A01E8,1501303,45
159Y1A01E9,1501303,28
159Y1A01F0,1501303,35
159Y1A01F1,1501303,40
159Y1A01F2,1501303,28
159Y1A01F3,1501303,54
159Y1A01F4,1501303,34
159Y1A01F5,1501303,44
159Y1A01F6,1501303,34
159Y1A01F7,1501303,47
159Y1A01F8,1501303,46
159Y1A01F9,1501303,42
159Y1A01G0,1501303,46
159Y1A01G1,1501303,54
159Y1A01G2,1501303,46
169Y5A0101,1501303,44
169Y5A0102,1501303,38
169Y5A0103,1501303,34
169Y5A0104,1501303,54
169Y5A0105,1501303,34
169Y5A0106,1501303,30
169Y5A0107,1501303,33
169Y5A0108,1501303,39
169Y5A0109,1501303,46
169Y5A0110,1501303,42
169Y5A0111,1501303,16
169Y5A0112,1501303,35
169Y5A0113,1501303,37
169Y5A0114,1501303,37
169Y5A0115,1501303,46
169Y5A0116,1501303,58
169Y5A0117,1501303,50
169Y5A0118,1501303,39
169Y5A0119,1501303,39
169Y5A0120,1501303,42
169Y5A0121,1501303,36
169Y5A0122,1501303,47
169Y5A0123,1501303,16
169Y5A0124,1501303,49
169Y5A0125,1501303,51
169Y5A0126,1501303,31
169Y5A0127,1501303,48
169Y5A0128,1501303,35
169Y5A0129,1501303,30
169Y5A0130,1501303,28
169Y5A0131,1501303,31
169Y5A0132,1501303,34
169Y5A0133,1501303,32
169Y5A0134,1501303,29
169Y5A0135,1501303,43
169Y5A0136,1501303,42
169Y5A0137,1501303,32
169Y5A0138,1501303,31
169Y5A0139,1501303,46
169Y5A0140,1501303,43
169Y5A0141,1501303,39
169Y5A0142,1501303,31
169Y5A0143,1501303,45
169Y5A0144,1501303,25
169Y5A0145,1501303,53
169Y5A0146,1501303,47
169Y5A0147,1501303,15
169Y5A0148,1501303,46
169Y5A0149,1501303,35
169Y5A0150,1501303,44
169Y5A0151,1501303,45
169Y5A0152,1501303,28
169Y5A0153,1501303,39
169Y5A0154,1501303,34
169Y5A0155,1501303,40
169Y5A0156,1501303,43
169Y5A0157,1501303,45
169Y5A0158,1501303,51
169Y5A0159,1501303,44
169Y5A0160,1501303,33
169Y5A0161,1501303,36
169Y5A0162,1501303,55
169Y5A0163,1501303,38
169Y5A0164,1501303,38
169Y5A0165,1501303,29
149Y1A0128,1501304,15
149Y1A0134,1501304,31
149Y1A0169,1501304,29
149Y1A0182,1501304,25
149Y1A01C8,1501304,25
149Y1A01D0,1501304,30
149Y1A01D1,1501304,28
149Y1A01E5,1501304,29
159Y1A0101,1501304,43
159Y1A0102,1501304,48
159Y1A0103,1501304,41
159Y1A0104,1501304,39
159Y1A0105,1501304,41
159Y1A0106,1501304,37
159Y1A0108,1501304,35
159Y1A0109,1501304,33
159Y1A0110,1501304,31
159Y1A0111,1501304,37
159Y1A0112,1501304,41
159Y1A0113,1501304,44
159Y1A0114,1501304,46
159Y1A0115,1501304,40
159Y1A0116,1501304,44
159Y1A0117,1501304,44
159Y1A0118,1501304,4
159Y1A0119,1501304,25
159Y1A0121,1501304,39
159Y1A0122,1501304,43
159Y1A0123,1501304,38
159Y1A0124,1501304,38
159Y1A0125,1501304,48
159Y1A0126,1501304,41
159Y1A0129,1501304,32
159Y1A0130,1501304,43
159Y1A0131,1501304,42
159Y1A0132,1501304,33
159Y1A0133,1501304,36
159Y1A0134,1501304,25
159Y1A0135,1501304,37
159Y1A0136,1501304,54
159Y1A0137,1501304,38
159Y1A0138,1501304,41
159Y1A0139,1501304,44
159Y1A0140,1501304,31
159Y1A0141,1501304,39
159Y1A0142,1501304,47
159Y1A0143,1501304,51
159Y1A0144,1501304,51
159Y1A0145,1501304,29
159Y1A0146,1501304,39
159Y1A0147,1501304,36
159Y1A0148,1501304,47
159Y1A0149,1501304,29
159Y1A0150,1501304,39
159Y1A0151,1501304,42
159Y1A0152,1501304,52
159Y1A0153,1501304,29
159Y1A0154,1501304,53
159Y1A0155,1501304,53
159Y1A0156,1501304,50
159Y1A0157,1501304,39
159Y1A0159,1501304,39
159Y1A0160,1501304,26
159Y1A0161,1501304,30
159Y1A0162,1501304,33
159Y1A0163,1501304,30
159Y1A0164,1501304,50
159Y1A0165,1501304,34
159Y1A0166,1501304,40
159Y1A0167,1501304,40
159Y1A0168,1501304,30
159Y1A0169,1501304,32
159Y1A0170,1501304,54
159Y1A0171,1501304,25
159Y1A0172,1501304,45
159Y1A0173,1501304,26
159Y1A0174,1501304,29
159Y1A0175,1501304,40
159Y1A0176,1501304,47
159Y1A0177,1501304,18
159Y1A0178,1501304,37
159Y1A0179,1501304,25
159Y1A0180,1501304,42
159Y1A0181,1501304,39
159Y1A0183,1501304,51
159Y1A0185,1501304,36
159Y1A0186,1501304,46
159Y1A0187,1501304,25
159Y1A0188,1501304,45
159Y1A0189,1501304,50
159Y1A0190,1501304,33
159Y1A0191,1501304,38
159Y1A0192,1501304,25
159Y1A0193,1501304,42
159Y1A0194,1501304,42
159Y1A0195,1501304,25
159Y1A0196,1501304,52
159Y1A0197,1501304,25
159Y1A0198,1501304,37
159Y1A0199,1501304,52
159Y1A01A0,1501304,47
159Y1A01A1,1501304,49
159Y1A01A2,1501304,54
159Y1A01A3,1501304,56
159Y1A01A4,1501304,37
159Y1A01A5,1501304,45
159Y1A01A6,1501304,47
159Y1A01A7,1501304,52
159Y1A01A8,1501304,43
159Y1A01A9,1501304,35
159Y1A01B0,1501304,43
159Y1A01B1,1501304,16
159Y1A01B2,1501304,43
159Y1A01B3,1501304,40
159Y1A01B4,1501304,49
159Y1A01B5,1501304,28
159Y1A01B6,1501304,57
159Y1A01B7,1501304,44
159Y1A01B8,1501304,47
159Y1A01B9,1501304,13
159Y1A01C0,1501304,37
159Y1A01C1,1501304,47
159Y1A01C2,1501304,37
159Y1A01C3,1501304,40
159Y1A01C4,1501304,45
159Y1A01C5,1501304,16
159Y1A01C6,1501304,44
159Y1A01C7,1501304,36
159Y1A01C8,1501304,31
159Y1A01C9,1501304,25
159Y1A01D0,1501304,41
159Y1A01D1,1501304,39
159Y1A01D2,1501304,42
159Y1A01D3,1501304,55
159Y1A01D4,1501304,33
159Y1A01D5,1501304,30
159Y1A01D6,1501304,46
159Y1A01D7,1501304,34
159Y1A01D8,1501304,48
159Y1A01D9,1501304,41
159Y1A01E1,1501304,53
159Y1A01E2,1501304,34
159Y1A01E3,1501304,42
159Y1A01E4,1501304,54
159Y1A01E5,1501304,49
159Y1A01E6,1501304,40
159Y1A01E7,1501304,33
159Y1A01E8,1501304,35
159Y1A01E9,1501304,43
159Y1A01F0,1501304,45
159Y1A01F1,1501304,27
159Y1A01F2,1501304,34
159Y1A01F3,1501304,49
159Y1A01F4,1501304,18
159Y1A01F5,1501304,45
159Y1A01F6,1501304,41
159Y1A01F7,1501304,53
159Y1A01F8,1501304,52
159Y1A01F9,1501304,50
159Y1A01G0,1501304,52
159Y1A01G1,1501304,53
159Y1A01G2,1501304,39
169Y5A0101,1501304,45
169Y5A0102,1501304,43
169Y5A0103,1501304,41
169Y5A0104,1501304,43
169Y5A0105,1501304,29
169Y5A0106,1501304,38
169Y5A0107,1501304,42
169Y5A0108,1501304,32
169Y5A0109,1501304,50
169Y5A0110,1501304,41
169Y5A0111,1501304,29
169Y5A0112,1501304,39
169Y5A0113,1501304,37
169Y5A0114,1501304,47
169Y5A0115,1501304,52
169Y5A0116,1501304,47
169Y5A0117,1501304,45
169Y5A0118,1501304,31
169Y5A0119,1501304,38
169Y5A0120,1501304,40
169Y5A0121,1501304,40
169Y5A0122,1501304,46
169Y5A0123,1501304,38
169Y5A0124,1501304,50
169Y5A0125,1501304,33
169Y5A0126,1501304,44
169Y5A0127,1501304,45
169Y5A0128,1501304,35
169Y5A0129,1501304,36
169Y5A0130,1501304,38
169Y5A0131,1501304,35
169Y5A0132,1501304,38
169Y5A0133,1501304,34
169Y5A0134,1501304,41
169Y5A0135,1501304,45
169Y5A0136,1501304,36
169Y5A0137,1501304,41
169Y5A0138,1501304,31
169Y5A0139,1501304,46
169Y5A0140,1501304,49
169Y5A0141,1501304,40
169Y5A0142,1501304,46
169Y5A0143,1501304,41
169Y5A0144,1501304,35
169Y5A0145,1501304,37
169Y5A0146,1501304,48
169Y5A0147,1501304,35
169Y5A0148,1501304,43
169Y5A0149,1501304,37
169Y5A0150,1501304,45
169Y5A0151,1501304,39
169Y5A0152,1501304,38
169Y5A0153,1501304,41
169Y5A0154,1501304,43
169Y5A0155,1501304,38
169Y5A0156,1501304,38
169Y5A0157,1501304,47
169Y5A0158,1501304,46
169Y5A0159,1501304,40
169Y5A0160,1501304,48
169Y5A0161,1501304,33
169Y5A0162,1501304,38
169Y5A0163,1501304,31
169Y5A0164,1501304,39
169Y5A0165,1501304,30
149Y1A0128,1501305,20
149Y1A0134,1501305,-1
149Y1A0169,1501305,3
149Y1A0182,1501305,2
149Y1A01C8,1501305,18
149Y1A01D0,1501305,37
149Y1A01D1,1501305,36
149Y1A01E5,1501305,20
159Y1A0101,1501305,14
159Y1A0102,1501305,52
159Y1A0103,1501305,42
159Y1A0104,1501305,37
159Y1A0105,1501305,16
159Y1A0106,1501305,31
159Y1A0108,1501305,29
159Y1A0109,1501305,16
159Y1A0110,1501305,50
159Y1A0111,1501305,25
159Y1A0112,1501305,32
159Y1A0113,1501305,50
159Y1A0114,1501305,43
159Y1A0115,1501305,50
159Y1A0116,1501305,57
159Y1A0117,1501305,47
159Y1A0118,1501305,26
159Y1A0119,1501305,28
159Y1A0121,1501305,34
159Y1A0122,1501305,30
159Y1A0123,1501305,53
159Y1A0124,1501305,27
159Y1A0125,1501305,50
159Y1A0126,1501305,62
159Y1A0129,1501305,27
159Y1A0130,1501305,30
159Y1A0131,1501305,52
159Y1A0132,1501305,41
159Y1A0133,1501305,55
159Y1A0134,1501305,19
159Y1A0135,1501305,54
159Y1A0136,1501305,67
159Y1A0137,1501305,41
159Y1A0138,1501305,29
159Y1A0139,1501305,27
159Y1A0140,1501305,9
159Y1A0141,1501305,25
159Y1A0142,1501305,46
159Y1A0143,1501305,48
159Y1A0144,1501305,47
159Y1A0145,1501305,25
159Y1A0146,1501305,36
159Y1A0147,1501305,18
159Y1A0148,1501305,47
159Y1A0149,1501305,-1
159Y1A0150,1501305,33
159Y1A0151,1501305,35
159Y1A0152,1501305,57
159Y1A0153,1501305,25
159Y1A0154,1501305,53
159Y1A0155,1501305,61
159Y1A0156,1501305,50
159Y1A0157,1501305,48
159Y1A0159,1501305,45
159Y1A0160,1501305,6
159Y1A0161,1501305,0
159Y1A0162,1501305,19
159Y1A0163,1501305,34
159Y1A0164,1501305,50
159Y1A0165,1501305,25
159Y1A0166,1501305,52
